epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.0,1.0,0.0,1.0,20.0,-2.5577805,0.0,40.0,0.0
1,0.0,1.0,0.0,1.0,40.0,-3.2204645,0.0,80.0,0.0
2,0.0,1.0,0.0,1.0,60.0,-3.5070393,0.0,120.0,0.0
3,0.0,1.0,0.0,1.0,80.0,-3.297488,0.0,160.0,0.0
4,0.0,1.0,0.0,1.0,100.0,-4.0193357,0.0,200.0,0.0
5,0.0,1.0,0.0,1.0,120.0,-3.675387,0.0,240.0,0.0
6,0.0,1.0,0.0,1.0,140.0,-3.4789655,0.0,280.0,0.0
7,0.0,1.0,0.0,1.0,160.0,-3.006429,0.1,320.0,0.0
8,0.0,1.0,0.0,1.0,180.0,-2.53887,0.25,360.0,0.025
9,0.0,1.0,0.0,1.0,200.0,-3.2463953,0.1,400.0,0.05
10,0.0,1.0,0.0,1.0,220.0,-2.6152608,0.45,440.0,0.0
11,0.0,1.0,0.0,1.0,240.0,-2.1475031,0.55,480.0,0.175
12,0.0,1.0,0.0,1.0,260.0,-3.0022042,0.65,520.0,0.05
13,0.0,1.0,0.0,1.0,280.0,-3.040905,0.5,560.0,0.3
14,0.0,1.0,0.0,1.0,300.0,-1.9661531,1.0,600.0,0.2
15,0.0,1.0,0.0,1.0,320.0,-2.2955132,0.25,640.0,0.175
16,0.0,1.0,0.0,1.0,340.0,-2.4563935,0.95,680.0,0.25
17,0.0,1.0,0.0,1.0,360.0,-1.9900289,0.45,720.0,0.225
18,0.0,1.0,0.0,1.0,380.0,-2.4687304,0.95,760.0,0.15
19,0.0,1.0,0.0,1.0,400.0,-2.2527308,0.95,800.0,0.225
20,0.0,1.0,0.0,1.0,420.0,-2.963155,0.0,840.0,0.275
21,0.0,1.0,0.0,1.0,440.0,-2.418405,0.8,880.0,0.2
22,0.0,1.0,0.0,1.0,460.0,-2.0819597,0.95,920.0,0.125
23,0.0,1.0,0.0,1.0,480.0,-2.2672355,1.0,960.0,0.3
24,0.0,1.0,0.0,1.0,500.0,-2.6503057,0.85,1000.0,0.1
25,0.0,1.0,0.0,1.0,520.0,-2.6889513,0.8,1040.0,0.275
26,0.0,1.0,0.0,1.0,540.0,-2.5496862,0.2,1080.0,0.25
27,0.0,1.0,0.0,1.0,560.0,-2.6493676,1.0,1120.0,0.25
28,0.0,1.0,0.0,1.0,580.0,-2.6048787,0.95,1160.0,0.125
29,0.0,1.0,0.0,1.0,600.0,-2.5553658,1.0,1200.0,0.275
