epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8724122,0.07358491,0.26150241,0.024307167,50.0,-0.2223104,0.24000000000000002,50.0,0.030000000000000002
1,0.8718807,0.07188689,0.26152766,0.023979004,100.0,-0.20743558,0.6399999999999999,100.0,0.16000000000000003
2,0.8718276,0.07130015,0.26136225,0.02373502,150.0,-0.20342289,0.895,150.0,0.23500000000000001
3,0.87240726,0.07242639,0.26145607,0.024070114,200.0,-0.20363607,1.0,200.0,0.36
4,0.8725958,0.07348556,0.26150483,0.024409741,250.0,-0.2130435,1.0,250.0,0.405
5,0.87276435,0.07402453,0.26161486,0.02466181,300.0,-0.1908703,1.0,300.0,0.525
