loss,step,epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
[14.064297, 14.260822, 14.182027, 14.111641],0,,,,,,,,,,
[0.16829701, 0.112009875, 0.12747255, 0.13430674],100,,,,,,,,,,
[0.036853738, 0.036411673, 0.034281075, 0.03957016],200,,,,,,,,,,
[0.018735778, 0.018391572, 0.0142848315, 0.02059481],300,,,,,,,,,,
[0.0113066435, 0.009885032, 0.011664079, 0.009092724],400,,,,,,,,,,
[0.0061816564, 0.006482942, 0.007214644, 0.0074029053],500,,,,,,,,,,
[0.0076862555, 0.0056634424, 0.00638315, 0.008881035],600,,,,,,,,,,
[0.009145787, 0.004885219, 0.0060794223, 0.0059227813],700,,,,,,,,,,
[0.004516853, 0.004449915, 0.0034792647, 0.0036608165],800,,,,,,,,,,
[0.005793033, 0.0051916516, 0.0072467574, 0.0052586324],900,,,,,,,,,,
[0.005775387, 0.007324842, 0.004829825, 0.0042165522],1000,,,,,,,,,,
[0.003163945, 0.0034828195, 0.0030838053, 0.0033479668],1100,,,,,,,,,,
[0.0034847884, 0.0035089066, 0.003576096, 0.0029779365],1200,,,,,,,,,,
[0.003855647, 0.002869053, 0.0029356733, 0.0048816847],1300,,,,,,,,,,
[0.0036988563, 0.002575511, 0.0029367125, 0.0022676159],1400,,,,,,,,,,
[0.004316848, 0.0030970257, 0.0021293066, 0.003281239],1500,,,,,,,,,,
[0.0038142044, 0.0030247401, 0.0033927727, 0.0028301866],1600,,,,,,,,,,
[0.0027783895, 0.0027456016, 0.001869904, 0.0017608462],1700,,,,,,,,,,
[0.0052891215, 0.002430428, 0.0014571049, 0.0019985544],1800,,,,,,,,,,
[0.0020148372, 0.002116078, 0.0023528, 0.005144679],1900,,,,,,,,,,
,,0,0.0,1.0,0.0,1.0,20.0,-3.3310583,0.1,44.0,0.0
,,1,0.0,1.0,0.0,1.0,40.0,-2.8073828,0.25,84.0,0.05
,,2,0.0,1.0,0.0,1.0,60.0,-3.357138,0.25,124.0,0.15
,,3,0.0,1.0,0.0,1.0,80.0,-3.4682841,0.25,164.0,0.125
,,4,0.0,1.0,0.0,1.0,100.0,-3.4911325,0.25,204.0,0.125
,,5,0.0,1.0,0.0,1.0,120.0,-4.163548,0.4,244.0,0.2
,,6,0.0,1.0,0.0,1.0,140.0,-3.8198695,0.4,284.0,0.2
,,7,0.0,1.0,0.0,1.0,160.0,-3.5344584,0.5,324.0,0.15
,,8,0.0,1.0,0.0,1.0,180.0,-3.543046,0.25,364.0,0.175
,,9,0.0,1.0,0.0,1.0,200.0,-3.4169405,0.4,404.0,0.15
,,10,0.0,1.0,0.0,1.0,220.0,-3.1845045,0.4,444.0,0.175
,,11,0.0,1.0,0.0,1.0,240.0,-3.518121,0.45,484.0,0.15
,,12,0.0,1.0,0.0,1.0,260.0,-3.489718,0.65,524.0,0.15
,,13,0.0,1.0,0.0,1.0,280.0,-3.8114765,0.75,564.0,0.15
,,14,0.0,1.0,0.0,1.0,300.0,-2.9422276,0.8,604.0,0.25
,,15,0.0,1.0,0.0,1.0,320.0,-3.5119832,0.6,644.0,0.1
,,16,0.0,1.0,0.0,1.0,340.0,-3.6651797,0.7,684.0,0.1
,,17,0.0,1.0,0.0,1.0,360.0,-3.310154,1.0,724.0,0.25
,,18,0.0,1.0,0.0,1.0,380.0,-3.1183841,0.8,764.0,0.225
,,19,0.0,1.0,0.0,1.0,400.0,-3.0761695,1.0,804.0,0.325
,,20,0.0,1.0,0.0,1.0,420.0,-3.797902,0.95,844.0,0.325
,,21,0.0,1.0,0.0,1.0,440.0,-3.666998,1.0,884.0,0.3
,,22,0.0,1.0,0.0,1.0,460.0,-3.1743734,0.95,924.0,0.525
,,23,0.0,1.0,0.0,1.0,480.0,-3.4785185,0.95,964.0,0.45
,,24,0.0,1.0,0.0,1.0,500.0,-3.314529,1.0,1004.0,0.3
,,25,0.0,1.0,0.0,1.0,520.0,-3.5806408,1.0,1044.0,0.45
,,26,0.0,1.0,0.0,1.0,540.0,-3.120227,1.0,1084.0,0.275
,,27,0.0,1.0,0.0,1.0,560.0,-3.2510056,1.0,1124.0,0.325
,,28,0.0,1.0,0.0,1.0,580.0,-3.0230803,1.0,1164.0,0.275
,,29,0.0,1.0,0.0,1.0,600.0,-3.1834316,1.0,1204.0,0.525
