epoch,stats_o/mean,stats_o/std,test/Q,test/Q_plus_P,test/episodes,test/info_is_success_max,test/info_is_success_mean,test/info_is_success_min,test/info_shaping_reward_max,test/info_shaping_reward_mean,test/info_shaping_reward_min,test/reward_per_eps,test/steps,train/Q,train/Q_plus_P,train/episodes,train/info_is_success_max,train/info_is_success_mean,train/info_is_success_min,train/info_shaping_reward_max,train/info_shaping_reward_mean,train/info_shaping_reward_min,train/reward_per_eps,train/steps
0,0.20098794,0.0797344,-1.2520577,-1.2520577,10,0.0,0.0,0.0,-0.16213542369317807,-0.17425871095308118,-0.18453734344565859,-40.0,400,nan,nan,40,0.1,0.01625,0.0,-0.1580572519115202,-0.18705223387764536,-0.2703563894889994,-39.35,1600
1,0.20035034,0.083256036,-1.6423701,-1.6423701,20,0.0,0.0,0.0,-0.1501898383205283,-0.17413286799856564,-0.21292699232641726,-40.0,800,nan,nan,80,0.0,0.0,0.0,-0.1586372279653449,-0.18276449737949754,-0.2464879811402056,-40.0,3200
2,0.19938509,0.08590456,-2.023204,-2.023204,30,0.0,0.0,0.0,-0.15693135019389468,-0.1739356355557342,-0.18449951868911466,-40.0,1200,nan,nan,120,0.0,0.0,0.0,-0.16167170807753767,-0.1778682638468781,-0.20581082691570374,-40.0,4800
3,0.19898073,0.08577293,-2.3904085,-2.3904085,40,0.0,0.0,0.0,-0.1688993048766834,-0.17932093222803103,-0.2246112037383693,-40.0,1600,nan,nan,160,0.0,0.0,0.0,-0.1698081933790067,-0.19419137623922772,-0.30048128759794346,-40.0,6400
4,0.20041944,0.0865037,-2.7431939,-2.7431939,50,0.0,0.0,0.0,-0.1732047098829001,-0.17991438518097055,-0.1927041279447533,-40.0,2000,nan,nan,200,0.0,0.0,0.0,-0.16760380612831707,-0.1899310020277518,-0.29806098217355853,-40.0,8000
5,0.20107672,0.08646242,-3.177211,-3.177211,60,0.0,0.0,0.0,-0.08446231120115728,-0.18133207368316673,-0.3218781183738627,-40.0,2400,nan,nan,240,0.0,0.0,0.0,-0.16662617418914072,-0.19655763242191146,-0.3290307045652841,-40.0,9600
6,0.20121454,0.09216258,-3.5555968,-3.5555968,70,0.0,0.0,0.0,-0.08814696025115266,-0.1762350196836332,-0.2514250330518266,-40.0,2800,nan,nan,280,0.0,0.0,0.0,-0.14073385901397967,-0.2023581644630997,-0.4127626015256177,-40.0,11200
7,0.20119372,0.09124508,-3.952305,-3.952305,80,0.0,0.0,0.0,-0.12541894957865046,-0.1690033805350487,-0.17431500568744032,-40.0,3200,nan,nan,320,0.0,0.0,0.0,-0.1651516778978065,-0.17986224760195935,-0.2136684496914588,-40.0,12800
8,0.20101893,0.091052026,-4.4091706,-4.4091706,90,0.0,0.0,0.0,-0.09675554585600131,-0.18541964325788535,-0.2656915471480652,-40.0,3600,nan,nan,360,0.1,0.008125,0.0,-0.14371337104072207,-0.18551199544953062,-0.278003364800416,-39.675,14400
9,0.20093198,0.0905406,-4.755114,-4.755114,100,0.0,0.0,0.0,-0.13414430577334913,-0.17932708866667726,-0.21719550123967077,-40.0,4000,nan,nan,400,0.0,0.0,0.0,-0.1470896317219897,-0.17979687749026013,-0.24463239719083255,-40.0,16000
10,0.20151047,0.08985229,-5.3544908,-5.3544908,110,0.0,0.0,0.0,-0.10647182756291922,-0.21631962297851395,-0.7859355431018928,-40.0,4400,nan,nan,440,0.2,0.0018750000000000004,0.0,-0.1282897096551648,-0.17467993721440042,-0.2048490810845482,-39.925,17600
11,0.20196657,0.09250977,-5.3235626,-5.3235626,120,1.0,0.0275,0.0,-0.014841123159542448,-0.15436155625915948,-0.25605681971847727,-38.9,4800,nan,nan,480,0.0,0.0,0.0,-0.1488757865062036,-0.17698263442567366,-0.2172508234924584,-40.0,19200
12,0.20154724,0.09307598,-5.6778626,-5.6778626,130,1.0,0.025,0.0,-0.031345221938749876,-0.15160073738224003,-0.1905450638558726,-39.0,5200,nan,nan,520,0.1,0.0025,0.0,-0.14160012499194757,-0.18055574532884328,-0.29390211899152874,-39.9,20800
13,0.20157282,0.09458008,-6.3656163,-6.3656163,140,1.0,0.0775,0.0,-0.01939196599168269,-0.16303846242419817,-0.2227075570732202,-36.9,5600,nan,nan,560,0.0,0.0,0.0,-0.1325675696580338,-0.19591121199057948,-0.3907590435705458,-40.0,22400
14,0.20158668,0.094991505,-6.6572423,-6.6572423,150,1.0,0.02,0.0,-0.024155795491861396,-0.16481124783534176,-0.30313442099049565,-39.2,6000,nan,nan,600,0.2,0.015625,0.0,-0.12409388849535882,-0.19679575047849165,-0.3475969145189594,-39.375,24000
15,0.2018985,0.0939904,-6.458639,-6.458639,160,1.0,0.3275,0.0,-0.006413989793369195,-0.11088313111018559,-0.19285706912838807,-26.9,6400,nan,nan,640,0.0,0.0,0.0,-0.17138548440373322,-0.19308223389811802,-0.2831918257033026,-40.0,25600
16,0.20170075,0.09500753,-7.5756636,-7.5756636,170,0.0,0.0,0.0,-0.11077513813544011,-0.170864663296075,-0.22079714786078072,-40.0,6800,nan,nan,680,0.3,0.01875,0.0,-0.09308836910474785,-0.18588151522194288,-0.2942677307903224,-39.25,27200
17,0.20187803,0.09444336,-7.202748,-7.202748,180,1.0,0.1875,0.0,-0.01361780039102715,-0.13112594914280237,-0.18363106446064867,-32.5,7200,nan,nan,720,0.0,0.0,0.0,-0.15540111918120694,-0.18395410450921085,-0.24732167344877967,-40.0,28800
18,0.20187652,0.09569704,-7.7282104,-7.7282104,190,1.0,0.11,0.0,-0.015214400012260753,-0.14370198288197514,-0.21908965707431977,-35.6,7600,nan,nan,760,0.1,0.00125,0.0,-0.12580823992105844,-0.20114829507605866,-0.381936814639187,-39.95,30400
