epoch,loss
0,0.4392202
1,0.2704957
2,0.18360646
3,0.096045405
4,0.027424818
5,0.011551053
6,0.0071183406
7,0.0048977886
8,0.0037045346
9,0.0029344608
10,0.0023408988
11,0.0019980194
12,0.0016659343
13,0.0014947751
14,0.0014458593
15,0.0011211772
16,0.00095757766
17,0.00093341386
18,0.0007043865
19,0.00087121007
20,0.0007880377
21,0.0007182646
22,0.0006892903
23,0.0007333804
24,0.00051795546
25,0.00071011327
26,0.0006581464
27,0.0007083548
28,0.000573321
29,0.0005502222
30,0.0004709116
31,0.0004063486
32,0.00039157437
33,0.0003992622
34,0.0003845191
35,0.0003784209
36,0.00029144672
37,0.00049709884
38,0.00035202535
39,0.00046230853
40,0.00041564627
41,0.00030823576
42,0.00036106913
43,0.00033796453
44,0.00045996052
45,0.00032966686
46,0.00034698297
47,0.00048711454
48,0.0002565143
49,0.00041789585
