loss,step,epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
[12.213324],0,,,,,,,,,,
[0.16089487],100,,,,,,,,,,
[0.055193454],200,,,,,,,,,,
[0.021240119],300,,,,,,,,,,
[0.01566977],400,,,,,,,,,,
[0.009934541],500,,,,,,,,,,
[0.010301892],600,,,,,,,,,,
[0.010813865],700,,,,,,,,,,
[0.008316489],800,,,,,,,,,,
[0.006241347],900,,,,,,,,,,
,,0,0.0052287537,0.5802019,-0.005617382,0.5256622,20.0,-1.9130148,0.2,44.0,0.1
,,1,0.0047420184,0.5790318,-0.0035453434,0.5245372,40.0,-1.9976726,0.35,84.0,0.1
,,2,0.0040702075,0.5790907,-0.0019128214,0.52419317,60.0,-2.7587385,0.15,124.0,0.275
,,3,0.0026350985,0.57968676,-0.0017315741,0.5230721,80.0,-2.0569386,0.5,164.0,0.15
,,4,0.005105995,0.5782611,-4.682457e-05,0.5225154,100.0,-1.992159,0.7,204.0,0.2
,,5,0.0055648223,0.5781417,0.0029828162,0.5219716,120.0,-1.8805137,0.2,244.0,0.325
,,6,0.0037619732,0.5787508,0.0043261987,0.52368957,140.0,-2.4981053,0.5,284.0,0.225
,,7,0.0067398567,0.5779691,0.0062963776,0.5220245,160.0,-2.023074,0.85,324.0,0.3
,,8,0.0104773715,0.5779023,0.008667863,0.52233195,180.0,-1.9897603,0.5,364.0,0.325
,,9,0.012270471,0.57648957,0.0101246,0.522431,200.0,-2.0862591,0.85,404.0,0.2
,,10,0.009748842,0.5755846,0.009160375,0.52349144,220.0,-2.0255334,0.85,444.0,0.325
,,11,0.010708289,0.5757988,0.010099979,0.524544,240.0,-2.4298344,0.8,484.0,0.175
,,12,0.011688162,0.576983,0.010031637,0.5261878,260.0,-1.9879614,0.95,524.0,0.275
,,13,0.010540033,0.5773108,0.009703415,0.5272014,280.0,-2.0399585,0.8,564.0,0.3
,,14,0.009300295,0.5779189,0.009001438,0.5272449,300.0,-2.1430311,0.8,604.0,0.2
,,15,0.00910534,0.5764247,0.009331263,0.5271339,320.0,-2.1262648,1.0,644.0,0.325
,,16,0.008832602,0.57749206,0.008704148,0.52773666,340.0,-1.8353959,1.0,684.0,0.275
,,17,0.008872268,0.57904744,0.008334344,0.5291463,360.0,-1.808174,1.0,724.0,0.375
,,18,0.0070011527,0.5783546,0.007953505,0.52907634,380.0,-1.8596468,1.0,764.0,0.325
,,19,0.0066516446,0.5785253,0.0076323724,0.52969337,400.0,-1.5710995,1.0,804.0,0.325
,,20,0.0047329552,0.5776422,0.0061353273,0.52875245,420.0,-1.9968084,1.0,844.0,0.475
,,21,0.001486843,0.57833445,0.004470862,0.5301572,440.0,-1.6986709,1.0,884.0,0.35
,,22,0.0046563726,0.5787065,0.005843376,0.53043866,460.0,-1.9377569,0.95,924.0,0.275
,,23,0.0046229577,0.57946044,0.0059356997,0.5304874,480.0,-2.218244,1.0,964.0,0.425
,,24,0.0043194434,0.57837254,0.00561265,0.5300651,500.0,-2.0104532,1.0,1004.0,0.4
,,25,0.0024543195,0.5787028,0.0044842064,0.5297177,520.0,-1.6850557,1.0,1044.0,0.225
,,26,0.0047113975,0.5778918,0.005536992,0.5292901,540.0,-2.0828815,0.95,1084.0,0.425
,,27,0.0023367042,0.577665,0.003992753,0.5288919,560.0,-1.8333926,1.0,1124.0,0.325
,,28,0.0010142713,0.5778203,0.0036844758,0.528774,580.0,-2.1086812,1.0,1164.0,0.45
,,29,-0.0012015679,0.57741904,0.0021421832,0.52909315,600.0,-1.9965541,0.85,1204.0,0.325
