epoch,loss
0,40.851105
1,36.344395
2,28.222673
3,23.697113
4,20.46448
5,17.057611
6,13.026833
7,9.01883
8,5.863893
9,3.8401985
10,2.6098511
11,1.9096867
12,1.4896251
13,1.2158777
14,1.0289491
15,0.86915165
16,0.73178273
17,0.58993214
18,0.48339424
19,0.3880161
20,0.31622958
21,0.26591626
22,0.23396389
23,0.21963246
24,0.19068404
25,0.1675301
26,0.15864173
27,0.14369847
28,0.1360706
29,0.13148157
30,0.12700202
31,0.12963797
32,0.113673724
33,0.1122227
34,0.10459944
35,0.10093379
36,0.09826011
37,0.09831124
38,0.09018836
39,0.08372861
40,0.083019115
41,0.081528835
42,0.080048956
43,0.07914055
44,0.07396455
45,0.07488265
46,0.071636796
47,0.06580785
48,0.06744851
49,0.06728915
50,0.06608814
51,0.0658532
52,0.06170565
53,0.06477808
54,0.062476072
55,0.06405744
56,0.0583403
57,0.054901063
58,0.05319837
59,0.052574724
60,0.050785422
61,0.04996115
62,0.0503938
63,0.05179013
64,0.05211261
65,0.047072366
66,0.04911862
67,0.044367224
68,0.04832782
69,0.044884343
70,0.047703315
71,0.04462397
72,0.046947617
73,0.046185385
74,0.042338986
75,0.04414776
76,0.040644214
77,0.037637495
78,0.041533116
79,0.038027965
