loss,step,epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
[14.859692, 14.685999, 14.546041, 14.983353],0,,,,,,,,,,
[0.18908028, 0.21095629, 0.23522717, 0.2304875],100,,,,,,,,,,
[0.051669806, 0.042379297, 0.038485713, 0.052015223],200,,,,,,,,,,
[0.048775002, 0.037861038, 0.034955956, 0.043413136],300,,,,,,,,,,
[0.01561559, 0.021434233, 0.01314481, 0.01765902],400,,,,,,,,,,
[0.009227736, 0.014002268, 0.007483434, 0.0073827417],500,,,,,,,,,,
[0.0078099067, 0.0071608806, 0.006055764, 0.005957203],600,,,,,,,,,,
[0.007749418, 0.008825076, 0.007762105, 0.007091141],700,,,,,,,,,,
[0.006595219, 0.005735356, 0.005802757, 0.005730868],800,,,,,,,,,,
[0.010959242, 0.004717261, 0.003527611, 0.0057363054],900,,,,,,,,,,
[0.005240028, 0.004758792, 0.00428865, 0.004432992],1000,,,,,,,,,,
[0.004171739, 0.00385617, 0.0046299007, 0.0042954036],1100,,,,,,,,,,
[0.0041364823, 0.0033072974, 0.0020422195, 0.0037062466],1200,,,,,,,,,,
[0.00289771, 0.002348833, 0.0027493453, 0.0029604738],1300,,,,,,,,,,
[0.0030395512, 0.0024980716, 0.0027855206, 0.004775306],1400,,,,,,,,,,
[0.0022116916, 0.0023742055, 0.0017317801, 0.0020388248],1500,,,,,,,,,,
[0.002630089, 0.0027515267, 0.0028383366, 0.0031440877],1600,,,,,,,,,,
[0.002160431, 0.0047701886, 0.0020573027, 0.0024342304],1700,,,,,,,,,,
[0.002310653, 0.0032733316, 0.0017677725, 0.002868344],1800,,,,,,,,,,
[0.0016910221, 0.0015904652, 0.0018421883, 0.0018757368],1900,,,,,,,,,,
,,0,0.0,1.0,0.0,1.0,20.0,-1.5721052,0.1,44.0,0.025
,,1,0.0,1.0,0.0,1.0,40.0,-1.7860276,0.45,84.0,0.025
,,2,0.0,1.0,0.0,1.0,60.0,-2.0555742,0.35,124.0,0.25
,,3,0.0,1.0,0.0,1.0,80.0,-2.341408,0.5,164.0,0.05
,,4,0.0,1.0,0.0,1.0,100.0,-1.9393357,0.65,204.0,0.175
,,5,0.0,1.0,0.0,1.0,120.0,-1.8500063,0.45,244.0,0.2
,,6,0.0,1.0,0.0,1.0,140.0,-1.7903218,0.4,284.0,0.15
,,7,0.0,1.0,0.0,1.0,160.0,-1.8438298,0.75,324.0,0.175
,,8,0.0,1.0,0.0,1.0,180.0,-2.278414,0.4,364.0,0.1
,,9,0.0,1.0,0.0,1.0,200.0,-2.618124,0.1,404.0,0.15
,,10,0.0,1.0,0.0,1.0,220.0,-1.9978415,0.95,444.0,0.15
,,11,0.0,1.0,0.0,1.0,240.0,-2.4158738,0.6,484.0,0.15
,,12,0.0,1.0,0.0,1.0,260.0,-1.901945,0.95,524.0,0.2
,,13,0.0,1.0,0.0,1.0,280.0,-2.4797177,0.9,564.0,0.15
,,14,0.0,1.0,0.0,1.0,300.0,-1.9297291,0.95,604.0,0.2
,,15,0.0,1.0,0.0,1.0,320.0,-1.9982349,0.95,644.0,0.275
,,16,0.0,1.0,0.0,1.0,340.0,-2.228181,0.95,684.0,0.4
,,17,0.0,1.0,0.0,1.0,360.0,-1.985319,1.0,724.0,0.225
,,18,0.0,1.0,0.0,1.0,380.0,-1.9146551,1.0,764.0,0.35
,,19,0.0,1.0,0.0,1.0,400.0,-1.960798,1.0,804.0,0.25
,,20,0.0,1.0,0.0,1.0,420.0,-1.9527668,0.9,844.0,0.4
,,21,0.0,1.0,0.0,1.0,440.0,-2.336342,1.0,884.0,0.225
,,22,0.0,1.0,0.0,1.0,460.0,-2.300915,0.95,924.0,0.25
,,23,0.0,1.0,0.0,1.0,480.0,-2.3030922,1.0,964.0,0.2
,,24,0.0,1.0,0.0,1.0,500.0,-2.3365078,0.95,1004.0,0.325
,,25,0.0,1.0,0.0,1.0,520.0,-2.2405205,1.0,1044.0,0.3
,,26,0.0,1.0,0.0,1.0,540.0,-2.2305732,1.0,1084.0,0.275
,,27,0.0,1.0,0.0,1.0,560.0,-2.3953245,1.0,1124.0,0.3
,,28,0.0,1.0,0.0,1.0,580.0,-1.8233011,1.0,1164.0,0.2
,,29,0.0,1.0,0.0,1.0,600.0,-2.608306,0.9,1204.0,0.275
