epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.38451236,1.8709968,0.21280955,1.1717794,20.0,8.423464,0.1,40.0,0.025
1,0.18866424,1.4578186,0.103805676,0.9476959,40.0,7.976221,0.5,80.0,0.025
2,0.10675196,1.2547392,0.057889383,0.8469841,60.0,8.763781,0.3,120.0,0.075
3,0.06384072,1.1432043,0.034048066,0.79306054,80.0,9.674523,0.15,160.0,0.1
4,0.06640411,1.0703448,0.03536849,0.75152457,100.0,10.246368,0.2,200.0,0.0
5,0.05241138,1.0180247,0.029265616,0.72208786,120.0,12.878413,0.35,240.0,0.05
6,0.0650836,0.973583,0.03381116,0.69738334,140.0,13.808889,0.2,280.0,0.025
7,0.06315459,0.9325895,0.031819314,0.67420566,160.0,14.134193,0.25,320.0,0.0
8,0.06012169,0.90392244,0.02941399,0.6598897,180.0,16.042318,0.05,360.0,0.075
9,0.060489863,0.8762226,0.029660039,0.6472,200.0,15.859789,0.15,400.0,0.0
10,0.050629687,0.85876507,0.02427194,0.63598764,220.0,16.805182,0.2,440.0,0.075
11,0.04778725,0.8377206,0.022658832,0.62480044,240.0,16.98943,0.2,480.0,0.025
12,0.045175333,0.82289624,0.021981318,0.6158534,260.0,16.898085,0.15,520.0,0.125
13,0.042627648,0.8098251,0.020212319,0.60970896,280.0,17.665619,0.3,560.0,0.05
14,0.038099755,0.79792285,0.018572025,0.6031946,300.0,17.415646,0.35,600.0,0.05
15,0.039707247,0.7885525,0.01950945,0.59824693,320.0,17.83016,0.15,640.0,0.15
16,0.034828678,0.77800035,0.017680887,0.59285945,340.0,18.347773,0.15,680.0,0.075
17,0.030166782,0.7701119,0.015445992,0.5880923,360.0,18.2162,0.2,720.0,0.125
18,0.030128893,0.7631827,0.01528016,0.5856775,380.0,18.27103,0.1,760.0,0.025
19,0.035857644,0.75645006,0.01825841,0.58220124,400.0,17.81257,0.15,800.0,0.125
20,0.039226573,0.74991405,0.020199802,0.577839,420.0,18.479723,0.1,840.0,0.075
21,0.03646335,0.74315816,0.018412516,0.5747188,440.0,18.2433,0.0,880.0,0.075
22,0.031051263,0.73669326,0.015761767,0.5715792,460.0,18.824911,0.1,920.0,0.075
23,0.030584818,0.7316405,0.015478873,0.56904566,480.0,18.568066,0.1,960.0,0.05
24,0.030003173,0.7274146,0.015150929,0.56715703,500.0,18.32526,0.05,1000.0,0.025
