epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.25293636,0.39022207,0.082254544,0.4535215,2.0,-0.05990228,0.0,4.0,0.0
