epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.87538576,0.08783895,0.26426834,0.026677202,50.0,-0.19920212,0.14,50.0,0.005
1,0.8751962,0.085900016,0.26418588,0.025067752,100.0,-0.20204224,0.585,100.0,0.08000000000000002
2,0.8769362,0.0859316,0.26403874,0.024680361,150.0,-0.22390544,0.73,150.0,0.17
3,0.87650615,0.08534852,0.26379603,0.02427059,200.0,-0.23266631,0.885,200.0,0.25
4,0.8761733,0.08517096,0.26369062,0.024369767,250.0,-0.25004363,0.97,250.0,0.35
5,0.8758397,0.08559015,0.26351362,0.024532938,300.0,-0.26786286,1.0,300.0,0.4099999999999999
