loss,step,epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
,,70,0.8754937,0.10620755,0.20451696,0.0614905,1420.0,-46.300133,0.0,14204.0,0.025
,,71,0.8754929,0.106195055,0.20450906,0.061538752,1440.0,-37.66659,0.0,14404.0,0.015
,,72,0.8755215,0.10617719,0.20449568,0.06167777,1460.0,-44.27815,0.0,14604.0,0.05
,,73,0.87550575,0.10615319,0.20449933,0.06180808,1480.0,-41.707397,0.0,14804.0,0.055
,,74,0.87548584,0.10615473,0.2044797,0.061958686,1500.0,-39.057117,0.05,15004.0,0.035
,,75,0.87549,0.1060935,0.20448516,0.061948176,1520.0,-37.986626,0.05,15204.0,0.04
,,76,0.8755706,0.1061157,0.20450182,0.06197781,1540.0,-35.267567,0.05,15404.0,0.025
,,77,0.8755448,0.10609307,0.20448925,0.061966628,1560.0,-35.98308,0.05,15604.0,0.04
,,78,0.87545174,0.106065236,0.20445271,0.062056728,1580.0,-36.52707,0.0,15804.0,0.025
,,79,0.87550426,0.106076896,0.20445469,0.062129073,1600.0,-43.72919,0.05,16004.0,0.04
,,80,0.87549704,0.1060886,0.20445749,0.0620931,1620.0,-39.188156,0.05,16204.0,0.025
,,81,0.8755254,0.10611559,0.20446771,0.062098633,1640.0,-38.03768,0.1,16404.0,0.04
,,82,0.8755109,0.10611609,0.20446669,0.062077213,1660.0,-39.99517,0.0,16604.0,0.03
,,83,0.8756144,0.10614747,0.20448378,0.06208515,1680.0,-41.628532,0.05,16804.0,0.05
,,84,0.87564754,0.10613576,0.20449494,0.062088512,1700.0,-34.296425,0.1,17004.0,0.03
,,85,0.87563276,0.10612899,0.2044716,0.06210107,1720.0,-33.800266,0.1,17204.0,0.03
,,86,0.8756549,0.10613638,0.20446678,0.062129784,1740.0,-39.911446,0.0,17404.0,0.05
,,87,0.87563115,0.10608957,0.20446049,0.06217863,1760.0,-41.054115,0.0,17604.0,0.04
,,88,0.8756738,0.106133044,0.20446248,0.06215985,1780.0,-43.721703,0.0,17804.0,0.015
,,89,0.8756113,0.10610553,0.20444143,0.06227785,1800.0,-41.12207,0.05,18004.0,0.035
,,90,0.87569934,0.106114425,0.20444623,0.06229319,1820.0,-40.81965,0.0,18204.0,0.04
,,91,0.8756431,0.10611387,0.20443253,0.06227505,1840.0,-42.921875,0.0,18404.0,0.025
,,92,0.8756241,0.10609168,0.20442808,0.062262706,1860.0,-34.71036,0.05,18604.0,0.045
,,93,0.87568814,0.10612363,0.20442893,0.062315155,1880.0,-32.52975,0.15,18804.0,0.04
,,94,0.8756959,0.10613798,0.20442392,0.062302995,1900.0,-37.33698,0.1,19004.0,0.025
,,95,0.8757145,0.10612924,0.20442437,0.062397435,1920.0,-37.38469,0.1,19204.0,0.03
,,96,0.87569976,0.10612414,0.20441777,0.062381063,1940.0,-34.324158,0.05,19404.0,0.06
,,97,0.8757074,0.10613594,0.20442432,0.062364686,1960.0,-36.313923,0.05,19604.0,0.05
,,98,0.87571925,0.10610416,0.20442164,0.06240952,1980.0,-43.255608,0.0,19804.0,0.015
,,99,0.87572813,0.10608926,0.2044106,0.062391926,2000.0,-35.583122,0.05,20004.0,0.02
