loss,step,epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
[147.88176],0,,,,,,,,,,
[18.777693],100,,,,,,,,,,
[21.128998],200,,,,,,,,,,
[15.401539],300,,,,,,,,,,
[12.087812],400,,,,,,,,,,
[11.800709],500,,,,,,,,,,
[9.818019],600,,,,,,,,,,
[14.723012],700,,,,,,,,,,
[13.0132885],800,,,,,,,,,,
[13.412558],900,,,,,,,,,,
[8.310548],1000,,,,,,,,,,
[6.766072],1100,,,,,,,,,,
[9.163397],1200,,,,,,,,,,
[7.8736887],1300,,,,,,,,,,
[6.4102535],1400,,,,,,,,,,
[5.3763866],1500,,,,,,,,,,
[6.827257],1600,,,,,,,,,,
[10.7927475],1700,,,,,,,,,,
[10.654486],1800,,,,,,,,,,
[7.207544],1900,,,,,,,,,,
,,0,0.87559456,0.106921494,0.20848186,0.078707434,20.0,-2.9292934,0.05,204.0,0.085
,,1,0.8750658,0.10658892,0.20789246,0.07792589,40.0,-4.8019147,0.05,404.0,0.06
,,2,0.8752791,0.10709002,0.20732112,0.07674777,60.0,-7.6018972,0.0,604.0,0.045
,,3,0.8752671,0.10689341,0.20692371,0.07680894,80.0,-7.6062737,0.05,804.0,0.04
,,4,0.8752813,0.10683928,0.206679,0.076016925,100.0,-9.168526,0.05,1004.0,0.03
,,5,0.8754391,0.106747866,0.20641007,0.07470757,120.0,-11.11623,0.0,1204.0,0.045
,,6,0.8752572,0.10694995,0.20607457,0.073836945,140.0,-13.807793,0.0,1404.0,0.035
,,7,0.8749564,0.10696828,0.20606066,0.073000096,160.0,-13.817122,0.1,1604.0,0.03
,,8,0.87530637,0.10704749,0.20585606,0.07199404,180.0,-14.097791,0.1,1804.0,0.035
,,9,0.87500834,0.10697178,0.2058403,0.07111494,200.0,-16.95169,0.05,2004.0,0.045
,,10,0.87517047,0.106999196,0.20567016,0.070242345,220.0,-18.181234,0.05,2204.0,0.025
,,11,0.87552625,0.10704112,0.20559706,0.06950674,240.0,-21.196274,0.05,2404.0,0.075
,,12,0.87529254,0.106877245,0.20551008,0.06860223,260.0,-20.44364,0.1,2604.0,0.045
,,13,0.87558866,0.1068759,0.20544659,0.067887194,280.0,-23.307362,0.0,2804.0,0.035
,,14,0.8757728,0.106755316,0.20541286,0.06738711,300.0,-22.726704,0.05,3004.0,0.025
,,15,0.8757041,0.10667903,0.20533669,0.06675797,320.0,-24.463655,0.05,3204.0,0.05
,,16,0.8756754,0.10679502,0.20529646,0.06628061,340.0,-24.792637,0.05,3404.0,0.035
,,17,0.87580293,0.10681487,0.2052368,0.065827616,360.0,-26.383451,0.0,3604.0,0.03
,,18,0.87556905,0.10684685,0.20515658,0.06539886,380.0,-27.611958,0.0,3804.0,0.02
,,19,0.8755853,0.10679015,0.20521179,0.0654458,400.0,-26.125038,0.0,4004.0,0.04
,,20,0.8758785,0.10679519,0.2051729,0.06511049,420.0,-27.985262,0.05,4204.0,0.025
,,21,0.8757662,0.10679882,0.20516182,0.06472424,440.0,-26.93472,0.1,4404.0,0.035
,,22,0.8760411,0.10695049,0.2050392,0.064554,460.0,-24.269432,0.1,4604.0,0.055
,,23,0.8761092,0.10697702,0.2049705,0.06422867,480.0,-29.597944,0.1,4804.0,0.035
,,24,0.87616706,0.107043624,0.20491132,0.06408044,500.0,-30.952187,0.0,5004.0,0.015
,,25,0.8762906,0.10709859,0.20487797,0.06387734,520.0,-32.0015,0.05,5204.0,0.02
,,26,0.87638044,0.1071515,0.20489064,0.06404933,540.0,-32.538128,0.05,5404.0,0.045
,,27,0.87628645,0.10709127,0.20491302,0.06382035,560.0,-33.82178,0.05,5604.0,0.055
,,28,0.87603694,0.10703373,0.20491253,0.06354617,580.0,-33.98562,0.05,5804.0,0.05
,,29,0.87598723,0.106899776,0.2048913,0.06324441,600.0,-29.257336,0.1,6004.0,0.05
,,30,0.87588334,0.106867336,0.20482552,0.06297307,620.0,-33.71235,0.0,6204.0,0.035
,,31,0.87574744,0.10682886,0.20483059,0.06281168,640.0,-30.25796,0.1,6404.0,0.02
,,32,0.87585276,0.10685443,0.20479111,0.062665164,660.0,-32.28243,0.1,6604.0,0.04
,,33,0.8759008,0.106826045,0.2047867,0.062549226,680.0,-31.910204,0.1,6804.0,0.01
,,34,0.87585926,0.10675799,0.20477153,0.06226666,700.0,-32.842663,0.05,7004.0,0.04
,,35,0.875928,0.106803894,0.20476927,0.062183663,720.0,-37.989323,0.05,7204.0,0.065
,,36,0.87602156,0.10686675,0.20474304,0.062115494,740.0,-33.757004,0.1,7404.0,0.025
,,37,0.8759396,0.10681524,0.20475712,0.061986547,760.0,-37.663837,0.1,7604.0,0.045
,,38,0.875932,0.10674572,0.20474681,0.062041763,780.0,-38.62805,0.05,7804.0,0.045
,,39,0.87573594,0.10664654,0.20470768,0.061808184,800.0,-39.927727,0.05,8004.0,0.035
,,40,0.8757069,0.106652446,0.20467861,0.061687227,820.0,-37.173298,0.1,8204.0,0.035
,,41,0.8758437,0.106716335,0.2046559,0.06151567,840.0,-40.458805,0.0,8404.0,0.03
,,42,0.8757615,0.10669064,0.20466156,0.06139588,860.0,-41.192238,0.0,8604.0,0.025
,,43,0.87574244,0.106699646,0.2046696,0.061393477,880.0,-40.43633,0.0,8804.0,0.05
,,44,0.87562346,0.10663724,0.2046485,0.06126377,900.0,-42.02767,0.0,9004.0,0.065
,,45,0.87558717,0.10661507,0.20459813,0.061259493,920.0,-44.146816,0.0,9204.0,0.025
,,46,0.87569594,0.10654447,0.20457405,0.061275758,940.0,-37.070103,0.05,9404.0,0.02
,,47,0.8756647,0.10653474,0.2045711,0.061144177,960.0,-42.579372,0.0,9604.0,0.03
,,48,0.87574273,0.10659813,0.20456688,0.061058417,980.0,-40.75373,0.05,9804.0,0.035
,,49,0.87568396,0.10659996,0.20454706,0.060951266,1000.0,-38.655632,0.05,10004.0,0.02
,,50,0.875577,0.10659331,0.20454143,0.06097519,1020.0,-42.0274,0.05,10204.0,0.06
,,51,0.8755589,0.106553644,0.20455335,0.060923055,1040.0,-42.087013,0.0,10404.0,0.04
,,52,0.87543565,0.10643691,0.2045427,0.060817108,1060.0,-40.67383,0.0,10604.0,0.045
,,53,0.8753841,0.1064081,0.2045416,0.060847994,1080.0,-39.66814,0.1,10804.0,0.025
,,54,0.87536496,0.10636739,0.20454575,0.06076569,1100.0,-45.676422,0.0,11004.0,0.015
,,55,0.8753546,0.10634467,0.2045425,0.06075966,1120.0,-35.910908,0.1,11204.0,0.035
,,56,0.87545174,0.1063542,0.20453505,0.060775466,1140.0,-39.91956,0.05,11404.0,0.02
,,57,0.8754847,0.10639167,0.20455271,0.060780577,1160.0,-38.456062,0.0,11604.0,0.03
,,58,0.87556547,0.106456496,0.20455137,0.06076637,1180.0,-44.31196,0.0,11804.0,0.035
,,59,0.8755894,0.10640892,0.20454557,0.0607518,1200.0,-43.46629,0.0,12004.0,0.03
,,60,0.8756854,0.10642883,0.20453489,0.06091571,1220.0,-46.272392,0.0,12204.0,0.015
,,61,0.8757333,0.10640945,0.20453759,0.060948137,1240.0,-43.433155,0.0,12404.0,0.04
,,62,0.87572986,0.10642296,0.20453678,0.060874507,1260.0,-45.224533,0.0,12604.0,0.045
,,63,0.87571937,0.106412,0.20451689,0.060880527,1280.0,-42.65333,0.05,12804.0,0.04
,,64,0.87576914,0.1063988,0.20451841,0.061035976,1300.0,-42.879505,0.0,13004.0,0.045
,,65,0.8757296,0.10635492,0.20451377,0.061112832,1320.0,-41.055805,0.05,13204.0,0.045
,,66,0.87574,0.106347315,0.20453094,0.061156984,1340.0,-41.141758,0.05,13404.0,0.03
,,67,0.87567097,0.1062812,0.20453744,0.061228648,1360.0,-46.934277,0.0,13604.0,0.025
,,68,0.8755908,0.10627788,0.204532,0.06127532,1380.0,-44.95882,0.0,13804.0,0.04
,,69,0.8755455,0.10622171,0.20450151,0.061407935,1400.0,-43.41828,0.0,14004.0,0.05
