epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episodes,test/info_reward_ctrl_max,test/info_reward_ctrl_mean,test/info_reward_ctrl_min,test/info_reward_run_max,test/info_reward_run_mean,test/info_reward_run_min,test/reward_per_eps,test/steps,train/episodes,train/info_reward_ctrl_max,train/info_reward_ctrl_mean,train/info_reward_ctrl_min,train/info_reward_run_max,train/info_reward_run_mean,train/info_reward_run_min,train/reward_per_eps,train/steps
11,nan,nan,0.12919651,3.3046606,120,-0.10023272635569756,-0.5056020263974387,-0.5999994277960248,5.866254633017434,1.887464851749836,-2.152769045232219,1381.8628253523975,120000,17,-0.4603420603293184,-0.4603420603293184,-0.4603420603293184,1.9984538717127809,1.9984538717127809,1.9984538717127809,nan,17000
12,nan,nan,0.12965457,3.3243737,130,-0.15689180320262464,-0.5103935877871211,-0.6000000000000001,5.145305244629981,1.0073688141397026,-2.4216242918680715,496.9752263525814,130000,18,-0.429670575608248,-0.429670575608248,-0.429670575608248,2.141694705803481,2.141694705803481,2.141694705803481,nan,18000
13,nan,nan,0.112285495,3.3261616,140,-0.17617156359308572,-0.5470061242776072,-0.6000000000000001,5.271034935758507,1.5257123372308554,-2.4813115344117698,978.7062129532485,140000,19,-0.5530117611444104,-0.5530117611444104,-0.5530117611444104,0.00738979783222149,0.00738979783222149,0.00738979783222149,nan,19000
14,nan,nan,0.09970131,3.36492,150,-0.10460707035570455,-0.5170329468922942,-0.6000000000000001,6.169819069014011,2.7534819629375864,-1.5878495177610241,2236.4490160452924,150000,20,-0.528233007361887,-0.528233007361887,-0.528233007361887,0.06654762664706126,0.06654762664706126,0.06654762664706126,nan,20000
15,nan,nan,0.10096308,3.3903549,160,-0.18216392379132823,-0.49418357510426497,-0.6000000000000001,5.9658167722759,3.208511398233248,-1.4611455115856131,2714.327823128983,160000,21,-0.47663960931896837,-0.47663960931896837,-0.47663960931896837,2.6706914744127914,2.6706914744127914,2.6706914744127914,nan,21000
16,nan,nan,0.10386914,3.4009001,170,-0.09607014664237873,-0.48055311981014437,-0.6000000000000001,5.432256246336351,2.5389800511604537,-1.4030205047401978,2058.426931350309,170000,22,-0.44311330579251595,-0.44311330579251595,-0.44311330579251595,3.018242031550094,3.018242031550094,3.018242031550094,nan,22000
17,nan,nan,0.10680577,3.4020174,180,-0.1018346566326895,-0.4129461477749886,-0.6000000000000001,4.755014925234917,3.0032394310216386,-2.617771206166992,2590.29328324665,180000,23,-0.4345035036798853,-0.4345035036798853,-0.4345035036798853,3.233650891448582,3.233650891448582,3.233650891448582,nan,23000
18,nan,nan,0.11002896,3.4092112,190,-0.06049028707622842,-0.4652999741224793,-0.6000000000000001,5.81547927666179,2.9117626887301062,-2.100730736427181,2446.4627146076273,190000,24,-0.42153092991707114,-0.42153092991707114,-0.42153092991707114,3.479786786064701,3.479786786064701,3.479786786064701,nan,24000
19,nan,nan,0.113658845,3.4227538,200,-0.07992607350206388,-0.49168425012350964,-0.6000000000000001,6.851636631114388,2.539450672707253,-2.038637553365561,2047.7664225837434,200000,25,-0.4567015537248559,-0.4567015537248559,-0.4567015537248559,2.195364754939059,2.195364754939059,2.195364754939059,nan,25000
20,nan,nan,0.11725044,3.4606676,210,-0.051247243749987396,-0.4774423221200195,-0.6000000000000001,6.615452388668928,3.4755275251798534,-1.7750799295136677,2998.085203059834,210000,26,-0.48976593595263856,-0.48976593595263856,-0.48976593595263856,1.024475249024109,1.024475249024109,1.024475249024109,nan,26000
21,nan,nan,0.12119132,3.4743109,220,-0.0949757654109872,-0.4792191620187066,-0.6000000000000001,6.923363200794483,3.6671834977657456,-1.6966380901599503,3187.964335747039,220000,27,-0.4329685376644761,-0.4329685376644761,-0.4329685376644761,3.930480127317109,3.930480127317109,3.930480127317109,nan,27000
22,nan,nan,0.12478322,3.4921439,230,-0.07417768057768118,-0.46611626133012735,-0.5999999284744391,6.744675891733323,4.012759476882194,-1.16182774123676,3546.643215552067,230000,28,-0.450572027643974,-0.450572027643974,-0.450572027643974,3.6707547938540084,3.6707547938540084,3.6707547938540084,nan,28000
23,nan,nan,0.12826958,3.5056236,240,-0.03168639436820888,-0.4578889948908076,-0.6000000000000001,7.066937718460622,4.2425223361264015,-1.5804485114807898,3784.633341235594,240000,29,-0.4291186142378857,-0.4291186142378857,-0.4291186142378857,3.7750086969998997,3.7750086969998997,3.7750086969998997,nan,29000
24,nan,nan,0.13245212,3.5190861,250,-0.09299749077933928,-0.4642018589755444,-0.5999999284744391,6.549993681146589,3.8576844458672315,-1.546279943252859,3393.4825868916873,250000,30,-0.4312355250353226,-0.4312355250353226,-0.4312355250353226,3.9770861346919917,3.9770861346919917,3.9770861346919917,nan,30000
25,nan,nan,0.13658349,3.5285366,260,-0.1425206847243394,-0.4608088228398573,-0.5999992728246557,7.4335700149902095,4.37743108403907,-2.0902789147165346,3916.6222611992125,260000,31,-0.43355762733647785,-0.43355762733647785,-0.43355762733647785,4.127792869517166,4.127792869517166,4.127792869517166,nan,31000
26,nan,nan,0.14067557,3.5450368,270,-0.1445765810094741,-0.46686569357488306,-0.5999998927116682,6.764231298269294,3.4079296342998497,-3.3985447479931707,2941.0639407249664,270000,32,-0.48358607297198203,-0.48358607297198203,-0.48358607297198203,1.1242125385901904,1.1242125385901904,1.1242125385901904,nan,32000
27,nan,nan,0.14436111,3.558315,280,-0.08906490978372882,-0.44000947346234354,-0.6000000000000001,7.162034508696138,4.085334201444442,-1.1249461185054388,3645.324727982098,280000,33,-0.4372102744870826,-0.4372102744870826,-0.4372102744870826,4.1502392274396,4.1502392274396,4.1502392274396,nan,33000
28,nan,nan,0.14836065,3.5723789,290,-0.11440785409734072,-0.46699975056721293,-0.5999991774575936,7.117859059187026,4.338613132391678,-1.090426964654377,3871.613381824466,290000,34,-0.4363390416336028,-0.4363390416336028,-0.4363390416336028,4.406749461160443,4.406749461160443,4.406749461160443,nan,34000
29,nan,nan,0.15203948,3.5864902,300,-0.12542758507457616,-0.48907980933221135,-0.5999994993216106,7.123754895347361,4.3626064935536135,-1.1108665778580007,3873.5266842214014,300000,35,-0.4632862489459629,-0.4632862489459629,-0.4632862489459629,4.416056372830045,4.416056372830045,4.416056372830045,nan,35000
30,nan,nan,0.15507254,3.6001072,310,-0.13548670081462721,-0.4920389666275878,-0.6000000000000001,8.294263670429416,4.615862725436486,-2.246263960104361,4123.823758808899,310000,36,-0.4675107103423543,-0.4675107103423543,-0.4675107103423543,4.110920187210396,4.110920187210396,4.110920187210396,nan,36000
31,nan,nan,0.1586253,3.6096423,320,-0.15579856549980442,-0.47513349952679734,-0.6000000000000001,7.542398580833378,4.766457137728966,-1.42454846661955,4291.323638202169,320000,37,-0.4485788273341244,-0.4485788273341244,-0.4485788273341244,4.513321569335134,4.513321569335134,4.513321569335134,nan,37000
32,nan,nan,0.16207913,3.617985,330,-0.1668912617643688,-0.4784216537549224,-0.6000000000000001,7.306720362931856,4.21352344431141,-0.9779092179312473,3735.1017905564886,330000,38,-0.450426876915807,-0.450426876915807,-0.450426876915807,4.643100246892417,4.643100246892417,4.643100246892417,nan,38000
33,nan,nan,0.16505545,3.624638,340,-0.10251060511116593,-0.4612462023994505,-0.6000000000000001,7.910181621994639,4.830560150857252,-1.2993771876241,4369.313948457802,340000,39,-0.44429969436396033,-0.44429969436396033,-0.44429969436396033,4.468012008640903,4.468012008640903,4.468012008640903,nan,39000
34,nan,nan,0.16768304,3.6329288,350,-0.15594355715372255,-0.48772494485063017,-0.6000000000000001,7.977318015285562,4.765572887187817,-1.3330531375186183,4277.847942337186,350000,40,-0.44737748801730076,-0.44737748801730076,-0.44737748801730076,4.1488037145625185,4.1488037145625185,4.1488037145625185,nan,40000
35,nan,nan,0.1705555,3.6417286,360,-0.14823073309011778,-0.49192533473079036,-0.6000000000000001,7.969161866255945,5.112260484595838,-1.2502305686150434,4620.335149865049,360000,41,-0.46787593455410426,-0.46787593455410426,-0.46787593455410426,4.691812798346219,4.691812798346219,4.691812798346219,nan,41000
36,nan,nan,0.17310017,3.6496081,370,-0.12619172375315107,-0.5045890118512194,-0.6000000000000001,8.122036147923808,4.8500418110974275,-1.6873920052148461,4345.452799246208,370000,42,-0.4656231033720756,-0.4656231033720756,-0.4656231033720756,4.612222244600044,4.612222244600044,4.612222244600044,nan,42000
37,nan,nan,0.17558582,3.658548,380,-0.06581785574181753,-0.464908249986422,-0.6000000000000001,7.744104644029903,4.790553080471295,-1.286173551498444,4325.644830484873,380000,43,-0.4533554025807469,-0.4533554025807469,-0.4533554025807469,4.653760581388027,4.653760581388027,4.653760581388027,nan,43000
38,nan,nan,0.17821634,3.6653156,390,-0.15199797165124532,-0.46300980592135094,-0.5999995470050585,7.5283873526316825,4.817594137440369,-1.053083018274305,4354.584331519019,390000,44,-0.4537419890156872,-0.4537419890156872,-0.4537419890156872,4.901015151925711,4.901015151925711,4.901015151925711,nan,44000
39,nan,nan,0.18070492,3.6701198,400,-0.11696749725773287,-0.4669154517454663,-0.6000000000000001,7.3653123613348725,4.685101399210437,-0.9811956839963739,4218.18594746497,400000,45,-0.44253820798417204,-0.44253820798417204,-0.44253820798417204,4.541998019459373,4.541998019459373,4.541998019459373,nan,45000
40,nan,nan,0.1831987,3.6756313,410,-0.12409836846306749,-0.465795795417301,-0.5999979019239277,7.621466190838078,4.847616453561171,-1.0071106783511365,4381.820658143869,410000,46,-0.4325036002181823,-0.4325036002181823,-0.4325036002181823,5.112827208799125,5.112827208799125,5.112827208799125,nan,46000
41,nan,nan,0.18528591,3.6784837,420,-0.054004693532203274,-0.4543524202840179,-0.6000000000000001,7.0999085014059915,4.521144014759009,-1.268213123371677,4066.791594474991,420000,47,-0.4228887768535312,-0.4228887768535312,-0.4228887768535312,4.435781068112012,4.435781068112012,4.435781068112012,nan,47000
42,nan,nan,0.18742019,3.6795645,430,-0.040739434092591044,-0.4711699461962613,-0.599999880790746,8.08232381222922,4.663901308176893,-1.159584424488841,4192.731361980632,430000,48,-0.44251776656122177,-0.44251776656122177,-0.44251776656122177,4.8766681111454435,4.8766681111454435,4.8766681111454435,nan,48000
43,nan,nan,0.1893755,3.680103,440,-0.14054748336635828,-0.4768494692388925,-0.6000000000000001,7.30671116734527,4.650150244694936,-1.0750744851686673,4173.300775456044,440000,49,-0.44129566587904795,-0.44129566587904795,-0.44129566587904795,4.67362233063338,4.67362233063338,4.67362233063338,nan,49000
44,nan,nan,0.19142273,3.6809666,450,-0.10774871046650998,-0.45633371729490335,-0.6000000000000001,7.232696305699164,4.719477839585864,-1.2370134500067949,4263.144122290961,450000,50,-0.4200656299663329,-0.4200656299663329,-0.4200656299663329,4.636609155827803,4.636609155827803,4.636609155827803,nan,50000
45,nan,nan,0.19332568,3.6823406,460,-0.16044614622080677,-0.47838312450510145,-0.6000000000000001,8.178884755532891,5.366502860447602,-1.4903912117818914,4888.1197359425005,460000,51,-0.4403205159168444,-0.4403205159168444,-0.4403205159168444,5.1428468033590855,5.1428468033590855,5.1428468033590855,nan,51000
46,nan,nan,0.19549754,3.6842592,470,-0.05279639863483543,-0.44307031494854165,-0.6000000000000001,7.525985120613754,4.951103418999926,-1.0430600775777392,4508.033104051385,470000,52,-0.4449716259886901,-0.4449716259886901,-0.4449716259886901,4.811447546272722,4.811447546272722,4.811447546272722,nan,52000
47,nan,nan,0.19796202,3.6847332,480,-0.05422971636028794,-0.43657805493650914,-0.5999999046325911,7.877494642400507,5.162606369432855,-0.627054056202993,4726.028314496346,480000,53,-0.4216206908183576,-0.4216206908183576,-0.4216206908183576,5.051974521073568,5.051974521073568,5.051974521073568,nan,53000
48,nan,nan,0.20005785,3.6859775,490,-0.04720611765443596,-0.4541009396598107,-0.5999992132192077,7.739998654206488,4.991864520598046,-1.3117487545472122,4537.763580938236,490000,54,-0.4371368481736216,-0.4371368481736216,-0.4371368481736216,4.761859547472877,4.761859547472877,4.761859547472877,nan,54000
49,nan,nan,0.20184976,3.6879783,500,-0.1255483874279801,-0.49631032992531193,-0.6000000000000001,8.11794096354447,4.90866096341908,-1.882124754134793,4412.350633493767,500000,55,-0.44975761509436685,-0.44975761509436685,-0.44975761509436685,4.797258035726941,4.797258035726941,4.797258035726941,nan,55000
50,nan,nan,0.20379286,3.6897068,510,-0.144361566302253,-0.48408461009780723,-0.5999992132202365,8.279694433361655,5.468379821822577,-1.0128211663590003,4984.2952117247705,510000,56,-0.456072783859512,-0.456072783859512,-0.456072783859512,4.648431842702536,4.648431842702536,4.648431842702536,nan,56000
51,nan,nan,0.20547128,3.690663,520,-0.059497477425798466,-0.451511440257409,-0.5998373323451265,7.40678588315582,4.777443370912575,-0.5517162529838477,4325.931930655167,520000,57,-0.42241718348977436,-0.42241718348977436,-0.42241718348977436,4.903961368135951,4.903961368135951,4.903961368135951,nan,57000
52,nan,nan,0.2071687,3.6917064,530,-0.044199175651969715,-0.4391063438241182,-0.6000000000000001,8.184485536673947,5.547090524237488,-1.1730501191539588,5107.984180413368,530000,58,-0.42214307948869634,-0.42214307948869634,-0.42214307948869634,5.144257007260688,5.144257007260688,5.144257007260688,nan,58000
53,nan,nan,0.20862724,3.690602,540,-0.10227085215726238,-0.45442364693328163,-0.5999998331070302,8.361645850552009,5.112793028897849,-1.1070396527449133,4658.369381964569,540000,59,-0.4324534178726651,-0.4324534178726651,-0.4324534178726651,4.90263549808845,4.90263549808845,4.90263549808845,nan,59000
54,nan,nan,0.21020831,3.6907814,550,-0.17622171856184496,-0.4928163213501919,-0.6000000000000001,8.250928882164885,5.471017282060936,-1.402510725905478,4978.200960710744,550000,60,-0.44891448295690056,-0.44891448295690056,-0.44891448295690056,5.275391849202412,5.275391849202412,5.275391849202412,nan,60000
55,nan,nan,0.2117285,3.6916432,560,-0.12574501118339396,-0.47856807470105306,-0.5999958396174453,8.279011928635782,5.384237565080002,-0.8795756415155059,4905.6694903789485,560000,61,-0.4545858944388393,-0.4545858944388393,-0.4545858944388393,4.745837472825872,4.745837472825872,4.745837472825872,nan,61000
56,nan,nan,0.21346676,3.6939793,570,-0.11780979238594805,-0.48854585552962815,-0.6000000000000001,8.220550314737238,5.280564642454419,-1.082243453239324,4792.018786924791,570000,62,-0.4536245632111546,-0.4536245632111546,-0.4536245632111546,5.303755121711668,5.303755121711668,5.303755121711668,nan,62000
57,nan,nan,0.21493141,3.6945062,580,-0.07757312277827402,-0.4681460430597871,-0.6000000000000001,7.95279441944615,5.183887956534622,-1.0637686889545095,4715.741913474834,580000,63,-0.4435447578277714,-0.4435447578277714,-0.4435447578277714,5.16901132496201,5.16901132496201,5.16901132496201,nan,63000
58,nan,nan,0.21653424,3.6954982,590,-0.13373786880576607,-0.49527107352887995,-0.6000000000000001,8.15216460611623,4.953997465940951,-1.7223230034463324,4458.72639241207,590000,64,-0.4594403589965023,-0.4594403589965023,-0.4594403589965023,5.3224888732555895,5.3224888732555895,5.3224888732555895,nan,64000
59,nan,nan,0.21794032,3.6940637,600,-0.15963070520826658,-0.48808390830281817,-0.6000000000000001,8.399076841924682,5.585018137956505,-0.782451036670206,5096.934229653687,600000,65,-0.4437733041459062,-0.4437733041459062,-0.4437733041459062,4.907530011185789,4.907530011185789,4.907530011185789,nan,65000
60,nan,nan,0.21922544,3.6939754,610,-0.12350891205976021,-0.45772967799300834,-0.6000000000000001,8.0466716035653,5.341213871999805,-0.7897560120123392,4883.484194006795,610000,66,-0.42969274933121426,-0.42969274933121426,-0.42969274933121426,5.239722529090386,5.239722529090386,5.239722529090386,nan,66000
61,nan,nan,0.22073972,3.6952615,620,-0.11971154080473584,-0.4706635219616208,-0.5999982833919859,9.000363956649835,5.858390873283804,-0.9365071784510922,5387.727351322183,620000,67,-0.43875831215326627,-0.43875831215326627,-0.43875831215326627,5.346015080646459,5.346015080646459,5.346015080646459,nan,67000
62,nan,nan,0.22254707,3.696606,630,-0.13290806007281838,-0.4646307166309729,-0.5999859811742582,8.88151176022376,5.7861528878971304,-0.734377199344485,5321.522171266157,630000,68,-0.44607334602233606,-0.44607334602233606,-0.44607334602233606,5.754181783410437,5.754181783410437,5.754181783410437,nan,68000
63,nan,nan,0.22418396,3.6984038,640,-0.06359953347384943,-0.47720753502295993,-0.6000000000000001,7.988542686836553,5.286039367740358,-1.0911759800322047,4808.831832717398,640000,69,-0.4575953412279625,-0.4575953412279625,-0.4575953412279625,5.623941891445138,5.623941891445138,5.623941891445138,nan,69000
64,nan,nan,0.22565784,3.6990788,650,-0.07097017485508668,-0.47449454046849826,-0.6000000000000001,8.26289402647376,5.674565215970955,-0.48909630238007246,5200.070675502457,650000,70,-0.45889856322763345,-0.45889856322763345,-0.45889856322763345,5.413717785398448,5.413717785398448,5.413717785398448,nan,70000
65,nan,nan,0.2272907,3.6997547,660,-0.15166568665223068,-0.48300185482203906,-0.5999971628311279,9.021833750327346,5.905578859130903,-0.9715303144149795,5422.577004308865,660000,71,-0.4515665733447313,-0.4515665733447313,-0.4515665733447313,6.201971092656798,6.201971092656798,6.201971092656798,nan,71000
66,nan,nan,0.22876386,3.699977,670,-0.0897265255743353,-0.4755460880742446,-0.5999996066097314,9.111652297396517,6.053110530776525,-1.411479390273911,5577.564442702281,670000,72,-0.44484526663218654,-0.44484526663218654,-0.44484526663218654,5.4834405492635865,5.4834405492635865,5.4834405492635865,nan,72000
67,nan,nan,0.23045564,3.7011056,680,-0.12243354146460805,-0.49147482494903705,-0.5999963999118577,8.646194474458184,5.517446520737478,-0.9917323211972503,5025.97169578844,680000,73,-0.4595669990142875,-0.4595669990142875,-0.4595669990142875,5.582492406893184,5.582492406893184,5.582492406893184,nan,73000
68,nan,nan,0.23197968,3.7028596,690,-0.07895649694918015,-0.4671803021758892,-0.5999965190998972,8.896898511958966,6.103401245580164,-0.7886113312986772,5636.220943404275,690000,74,-0.4501294647975974,-0.4501294647975974,-0.4501294647975974,5.899637834262074,5.899637834262074,5.899637834262074,nan,74000
69,nan,nan,0.2336477,3.7060452,700,-0.1328707282561374,-0.47874190340002487,-0.5999995350843111,9.214682211526224,6.184767631228513,-1.028837307938131,5706.025727828488,700000,75,-0.46598032420756935,-0.46598032420756935,-0.46598032420756935,6.123325574250696,6.123325574250696,6.123325574250696,nan,75000
70,nan,nan,0.23514934,3.7076778,710,-0.11906343661951879,-0.4637011160447827,-0.5999767070666827,8.92699535553703,5.960447918879917,-0.7704822280408391,5496.746802835134,710000,76,-0.4405351136282251,-0.4405351136282251,-0.4405351136282251,5.905650142458827,5.905650142458827,5.905650142458827,nan,76000
71,nan,nan,0.23639098,3.7081814,720,-0.14441096172595363,-0.47742532049290737,-0.6000000000000001,9.239575026537636,6.0185124244845385,-0.8712278014143565,5541.08710399163,720000,77,-0.442673232774652,-0.442673232774652,-0.442673232774652,6.107122508877446,6.107122508877446,6.107122508877446,nan,77000
72,nan,nan,0.23783849,3.709915,730,-0.15894296878729952,-0.48071880628393954,-0.5999963879911437,9.055947560268578,6.008499755420795,-0.7441401709038289,5527.780949136856,730000,78,-0.45737175212266273,-0.45737175212266273,-0.45737175212266273,5.96333750890917,5.96333750890917,5.96333750890917,nan,78000
73,nan,nan,0.23937789,3.711833,740,-0.1487876870610024,-0.5031847548679272,-0.6000000000000001,10.113799384027402,6.313715394739649,-0.6455335071635663,5810.530639871722,740000,79,-0.46181185752167125,-0.46181185752167125,-0.46181185752167125,6.261849028938091,6.261849028938091,6.261849028938091,nan,79000
74,nan,nan,0.24076395,3.713268,750,-0.08056254529258018,-0.5073543115714381,-0.6000000000000001,9.133893523527377,5.8564950001232665,-0.8875777807213254,5349.140688551828,750000,80,-0.4546312338689622,-0.4546312338689622,-0.4546312338689622,6.202861275267998,6.202861275267998,6.202861275267998,nan,80000
75,nan,nan,0.24231516,3.7157192,760,-0.14942259962103763,-0.4974052919306755,-0.6000000000000001,10.013831263521524,6.692234173891647,-0.7894651319820332,6194.828881960971,760000,81,-0.45922756613107557,-0.45922756613107557,-0.45922756613107557,6.400852208422047,6.400852208422047,6.400852208422047,nan,81000
76,nan,nan,0.24370979,3.7174363,770,-0.12634241028637608,-0.49212166942536006,-0.6000000000000001,9.791908690431228,5.903226151986463,-1.1270369137565694,5411.1044825611025,770000,82,-0.4544335316928078,-0.4544335316928078,-0.4544335316928078,6.0540662411001085,6.0540662411001085,6.0540662411001085,nan,82000
77,nan,nan,0.24506515,3.717751,780,-0.08213300731029174,-0.46505022166962845,-0.6000000000000001,9.245252607151428,6.153991789545435,-0.701342578751501,5688.941567875806,780000,83,-0.43920554184319677,-0.43920554184319677,-0.43920554184319677,6.0707591731198685,6.0707591731198685,6.0707591731198685,nan,83000
78,nan,nan,0.24648759,3.7182117,790,-0.11363028379264367,-0.45434256499850123,-0.5999836925047163,8.987381684303273,6.030746329767014,-0.9708833786717144,5576.403764768513,790000,84,-0.45159444543049804,-0.45159444543049804,-0.45159444543049804,6.4044633457306785,6.4044633457306785,6.4044633457306785,nan,84000
79,nan,nan,0.24773093,3.7184997,800,-0.09783658940195011,-0.4710831484363002,-0.5999953985382128,10.205975744214584,6.448173610900802,-0.8937226714103236,5977.090462464502,800000,85,-0.4302893466333232,-0.4302893466333232,-0.4302893466333232,6.418850385601864,6.418850385601864,6.418850385601864,nan,85000
80,nan,nan,0.24932317,3.7204003,810,-0.1370364360552739,-0.4918049470407956,-0.5999995708468902,9.5975730990898,6.0878320177940495,-0.8677028293198142,5596.027070753253,810000,86,-0.4433629667069097,-0.4433629667069097,-0.4433629667069097,6.43610123809172,6.43610123809172,6.43610123809172,nan,86000
81,nan,nan,0.25102422,3.7216935,820,-0.15699763772475173,-0.47747732895410555,-0.5999999403953641,9.964825478044759,6.729502093425812,-0.7543202297564002,6252.024764471707,820000,87,-0.4534274113573952,-0.4534274113573952,-0.4534274113573952,6.743312437808677,6.743312437808677,6.743312437808677,nan,87000
82,nan,nan,0.25252423,3.723187,830,-0.14844848297280688,-0.5015467230763143,-0.6000000000000001,10.299813677391967,6.340235795278295,-0.7556650080429137,5838.68907220198,830000,88,-0.45494451025118005,-0.45494451025118005,-0.45494451025118005,6.548465442287962,6.548465442287962,6.548465442287962,nan,88000
83,nan,nan,0.2539111,3.724228,840,-0.10558612321358529,-0.4689888487187698,-0.5999532965492378,9.218832283485199,6.2601177384770565,-0.8466206881517825,5791.128889758287,840000,89,-0.4567362275473596,-0.4567362275473596,-0.4567362275473596,6.207766434512128,6.207766434512128,6.207766434512128,nan,89000
84,nan,nan,0.2552797,3.7249897,850,-0.1322612996223562,-0.4654758317701172,-0.5999377227934712,9.692652226891028,6.720390802856326,-0.8004335458759182,6254.914971086209,850000,90,-0.4433350830848637,-0.4433350830848637,-0.4433350830848637,6.4810648997239335,6.4810648997239335,6.4810648997239335,nan,90000
85,nan,nan,0.2564528,3.7251425,860,-0.11594941472367958,-0.4709290989172476,-0.5999789603177351,9.978264098372733,6.292937741039236,-0.6551611627600736,5822.0086421219885,860000,91,-0.4429675025076028,-0.4429675025076028,-0.4429675025076028,5.904140191655532,5.904140191655532,5.904140191655532,nan,91000
86,nan,nan,0.25801122,3.7268507,870,-0.09015401747548371,-0.4797903436077332,-0.6000000000000001,10.29961067697343,5.981487700999884,-3.230574485127704,5501.697357392151,870000,92,-0.4436750943516203,-0.4436750943516203,-0.4436750943516203,6.797541668530732,6.797541668530732,6.797541668530732,nan,92000
87,nan,nan,0.25941116,3.7278798,880,-0.07233111286445508,-0.47878027371403303,-0.5999991178523644,9.999041003676439,6.711948115188116,-0.8196193024050664,6233.167841474084,880000,93,-0.44649625356266387,-0.44649625356266387,-0.44649625356266387,6.509024744792177,6.509024744792177,6.509024744792177,nan,93000
88,nan,nan,0.26071617,3.72931,890,-0.10600916263898728,-0.47513676004606487,-0.6000000000000001,10.298982556900569,6.989363645136045,-0.9143963054742105,6514.22688508998,890000,94,-0.44603905040002767,-0.44603905040002767,-0.44603905040002767,6.316242030858306,6.316242030858306,6.316242030858306,nan,94000
