loss,step,epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
[10.680515, 10.596775, 10.50383, 10.743249],0,,,,,,,,,,
[0.15804254, 0.21781307, 0.15347207, 0.18227243],100,,,,,,,,,,
[0.08452688, 0.068143524, 0.060975768, 0.06267538],200,,,,,,,,,,
[0.014918011, 0.016603952, 0.011424362, 0.019505396],300,,,,,,,,,,
[0.007705579, 0.008439068, 0.008095403, 0.008429907],400,,,,,,,,,,
[0.007375783, 0.007676704, 0.005475794, 0.012063635],500,,,,,,,,,,
[0.0059674233, 0.0077851424, 0.00513319, 0.006729751],600,,,,,,,,,,
[0.006819931, 0.008399691, 0.006708665, 0.007503763],700,,,,,,,,,,
[0.0039102486, 0.0047226017, 0.0031594965, 0.004330766],800,,,,,,,,,,
[0.0045755273, 0.0043796888, 0.0042772186, 0.003965113],900,,,,,,,,,,
[0.0053240294, 0.0054399534, 0.0034582322, 0.0046107057],1000,,,,,,,,,,
[0.004013045, 0.0032663848, 0.0037463044, 0.0035985755],1100,,,,,,,,,,
[0.004545121, 0.0033696461, 0.0025926237, 0.0027989442],1200,,,,,,,,,,
[0.002802799, 0.0038490687, 0.0030903874, 0.0021550837],1300,,,,,,,,,,
[0.003279602, 0.003932119, 0.0022462741, 0.0025713714],1400,,,,,,,,,,
[0.002138319, 0.0031215823, 0.0022116015, 0.0027175806],1500,,,,,,,,,,
[0.002338143, 0.0031142281, 0.004325657, 0.003589692],1600,,,,,,,,,,
[0.0021627988, 0.0022985921, 0.0026638755, 0.0023073037],1700,,,,,,,,,,
[0.0019300359, 0.0024040372, 0.0027548638, 0.0031053806],1800,,,,,,,,,,
[0.0067946524, 0.0020479066, 0.002106766, 0.001878623],1900,,,,,,,,,,
,,0,0.0,1.0,0.0,1.0,20.0,-2.1006658,0.25,44.0,0.05
,,1,0.0,1.0,0.0,1.0,40.0,-2.254846,0.15,84.0,0.075
,,2,0.0,1.0,0.0,1.0,60.0,-1.9373728,0.3,124.0,0.1
,,3,0.0,1.0,0.0,1.0,80.0,-2.3103254,0.25,164.0,0.125
,,4,0.0,1.0,0.0,1.0,100.0,-1.8068156,0.45,204.0,0.175
,,5,0.0,1.0,0.0,1.0,120.0,-2.8634882,0.05,244.0,0.25
,,6,0.0,1.0,0.0,1.0,140.0,-2.4492037,0.6,284.0,0.25
,,7,0.0,1.0,0.0,1.0,160.0,-2.1066067,0.55,324.0,0.175
,,8,0.0,1.0,0.0,1.0,180.0,-2.2134426,0.8,364.0,0.125
,,9,0.0,1.0,0.0,1.0,200.0,-2.0399556,0.4,404.0,0.1
,,10,0.0,1.0,0.0,1.0,220.0,-2.2123222,0.8,444.0,0.2
,,11,0.0,1.0,0.0,1.0,240.0,-2.343292,0.95,484.0,0.225
,,12,0.0,1.0,0.0,1.0,260.0,-2.084103,0.8,524.0,0.125
,,13,0.0,1.0,0.0,1.0,280.0,-2.8191159,0.9,564.0,0.15
,,14,0.0,1.0,0.0,1.0,300.0,-2.1725187,0.95,604.0,0.275
,,15,0.0,1.0,0.0,1.0,320.0,-2.0296738,0.95,644.0,0.3
,,16,0.0,1.0,0.0,1.0,340.0,-2.2734509,0.95,684.0,0.175
,,17,0.0,1.0,0.0,1.0,360.0,-2.551631,0.95,724.0,0.35
,,18,0.0,1.0,0.0,1.0,380.0,-2.247411,1.0,764.0,0.45
,,19,0.0,1.0,0.0,1.0,400.0,-2.582102,1.0,804.0,0.45
,,20,0.0,1.0,0.0,1.0,420.0,-2.2273557,0.95,844.0,0.475
,,21,0.0,1.0,0.0,1.0,440.0,-2.1795318,0.95,884.0,0.275
,,22,0.0,1.0,0.0,1.0,460.0,-2.497047,0.85,924.0,0.275
,,23,0.0,1.0,0.0,1.0,480.0,-2.2803485,1.0,964.0,0.375
,,24,0.0,1.0,0.0,1.0,500.0,-2.1175873,1.0,1004.0,0.375
,,25,0.0,1.0,0.0,1.0,520.0,-2.0934744,1.0,1044.0,0.325
,,26,0.0,1.0,0.0,1.0,540.0,-2.3287687,1.0,1084.0,0.25
,,27,0.0,1.0,0.0,1.0,560.0,-2.2660747,1.0,1124.0,0.325
,,28,0.0,1.0,0.0,1.0,580.0,-2.4132195,1.0,1164.0,0.45
,,29,0.0,1.0,0.0,1.0,600.0,-2.4568856,1.0,1204.0,0.2
