epoch,stats_o/mean,stats_o/std,test/Q,test/Q_plus_P,test/episodes,test/info_is_success_max,test/info_is_success_mean,test/info_is_success_min,test/info_shaping_reward_max,test/info_shaping_reward_mean,test/info_shaping_reward_min,test/reward_per_eps,test/steps,train/Q,train/Q_plus_P,train/episodes,train/info_is_success_max,train/info_is_success_mean,train/info_is_success_min,train/info_shaping_reward_max,train/info_shaping_reward_mean,train/info_shaping_reward_min,train/reward_per_eps,train/steps
0,0.20405333,0.06920753,-1.5273788,-1.5273788,10,0.0,0.0,0.0,-0.11562438370031296,-0.17720935802825508,-0.25692274059636977,-40.0,400,nan,nan,40,0.1,0.003125,0.0,-0.15067040515411723,-0.1864465443921191,-0.28917853974885493,-39.875,1600
1,0.20292376,0.07071435,-1.9042718,-1.9042718,20,1.0,0.005,0.0,-0.03975883360839238,-0.18421867104762715,-0.293853242419119,-39.8,800,nan,nan,80,0.0,0.0,0.0,-0.15414553113075075,-0.18150897298853194,-0.3488300956285481,-40.0,3200
2,0.20310241,0.07606036,-2.2595906,-2.2595906,30,0.0,0.0,0.0,-0.14129097313473982,-0.1748770684329208,-0.2905950627951346,-40.0,1200,nan,nan,120,0.0,0.0,0.0,-0.16791902037074297,-0.1891170562727122,-0.32347669398625223,-40.0,4800
3,0.20294586,0.0737665,-2.5678797,-2.5678797,40,0.0,0.0,0.0,-0.1141313331997243,-0.17391833455791533,-0.30893641242522774,-40.0,1600,nan,nan,160,0.0,0.0,0.0,-0.1532279503138187,-0.17252810056155063,-0.190352259158526,-40.0,6400
4,0.20152391,0.07654043,-2.9845045,-2.9845045,50,0.0,0.0,0.0,-0.16882758623261812,-0.1786417236286786,-0.2236784707705311,-40.0,2000,nan,nan,200,0.0,0.0,0.0,-0.17067104283024298,-0.18988584392878557,-0.33984959115165847,-40.0,8000
5,0.20250043,0.07654659,-3.372235,-3.372235,60,0.0,0.0,0.0,-0.17320466143275606,-0.17320509750273216,-0.1732051052213438,-40.0,2400,nan,nan,240,0.0,0.0,0.0,-0.16514178753246722,-0.18037224140874222,-0.25526176809968326,-40.0,9600
6,0.20211051,0.07812866,-3.7152357,-3.7152357,70,0.0,0.0,0.0,-0.11751583622389612,-0.16480119921748307,-0.2276168654253981,-40.0,2800,nan,nan,280,0.0,0.0,0.0,-0.15725991729424973,-0.17644941850108276,-0.19964858669982138,-40.0,11200
7,0.20213425,0.07852671,-4.0087934,-4.0087934,80,1.0,0.13,0.0,-0.0019207748882607658,-0.14599866136910788,-0.217394654612786,-34.8,3200,nan,nan,320,0.0,0.0,0.0,-0.16539332645515412,-0.18238609151334773,-0.2526712730538113,-40.0,12800
8,0.20215338,0.08208622,-4.577502,-4.577502,90,0.0,0.0,0.0,-0.11141155988712333,-0.16945924940973048,-0.2601115894641149,-40.0,3600,nan,nan,360,0.0,0.0,0.0,-0.13410081322119458,-0.18199134867474273,-0.3362185473617989,-40.0,14400
9,0.20233428,0.0823523,-4.9537883,-4.9537883,100,1.0,0.0175,0.0,-0.032006143952989514,-0.16423160688025162,-0.23454834432450716,-39.3,4000,nan,nan,400,0.1,0.0075,0.0,-0.14353362789355134,-0.17819091031916723,-0.22583244624452772,-39.7,16000
