epoch,stats_o/mean,stats_o/std,test/Q,test/Q_plus_P,test/episodes,test/info_is_success_max,test/info_is_success_mean,test/info_is_success_min,test/info_shaping_reward_max,test/info_shaping_reward_mean,test/info_shaping_reward_min,test/reward_per_eps,test/steps,train/Q,train/Q_plus_P,train/episodes,train/info_is_success_max,train/info_is_success_mean,train/info_is_success_min,train/info_shaping_reward_max,train/info_shaping_reward_mean,train/info_shaping_reward_min,train/reward_per_eps,train/steps
0,0.44525063,0.050467253,-1.3502575,-1.3502575,10,0.0,0.0,0.0,-0.05595763169450368,-0.20704831937472443,-0.41051938542460104,-40.0,400,nan,nan,40,0.0,0.0,0.0,-0.09807072074219517,-0.2296786860605058,-0.4636447140533574,-40.0,1600
1,0.44569632,0.048505623,-1.6558238,-1.6558238,20,0.0,0.0,0.0,-0.055835734779912397,-0.11990423794928771,-0.6179246936445351,-40.0,800,nan,nan,80,0.0,0.0,0.0,-0.06546146637120867,-0.16343426711070816,-0.3815033013615484,-40.0,3200
2,0.44112417,0.048962753,-1.9994763,-1.9994763,30,0.0,0.0,0.0,-0.054473524942389585,-0.11236092727784489,-0.27614550507385605,-40.0,1200,nan,nan,120,0.0,0.0,0.0,-0.07245052129554216,-0.1705248799506174,-0.32894322116154234,-40.0,4800
3,0.4389883,0.048658628,-2.3509424,-2.3509424,40,0.0,0.0,0.0,-0.061050342826659956,-0.10277154891452767,-0.29365414797511374,-40.0,1600,nan,nan,160,0.0,0.0,0.0,-0.06382438223631737,-0.15416287962046463,-0.2913193548266596,-40.0,6400
4,0.43847695,0.04696493,-2.7333143,-2.7333143,50,0.0,0.0,0.0,-0.05847620196815316,-0.08290999738878099,-0.27932643668385115,-40.0,2000,nan,nan,200,0.0,0.0,0.0,-0.05978799941975908,-0.13091246078819344,-0.2702338314495561,-40.0,8000
5,0.43862513,0.04541269,-3.1458056,-3.1458056,60,0.0,0.0,0.0,-0.07176863942379422,-0.0948959075404347,-0.271869118660085,-40.0,2400,nan,nan,240,0.0,0.0,0.0,-0.05592685352296006,-0.11223544128017844,-0.26181877670059395,-40.0,9600
6,0.4387895,0.0439875,-3.6017468,-3.6017468,70,0.0,0.0,0.0,-0.07111911635542305,-0.09897748868473491,-0.2542420826628703,-40.0,2800,nan,nan,280,0.1,0.015,0.0,-0.05036560373564095,-0.10816267623298445,-0.2457023707035419,-39.4,11200
7,0.43871298,0.04275675,-3.9829059,-3.9829059,80,0.0,0.0,0.0,-0.07618938650582141,-0.1290457307099598,-0.22964074126433934,-40.0,3200,nan,nan,320,0.0,0.0,0.0,-0.05694062351875011,-0.11268969543615673,-0.2660018610381661,-40.0,12800
8,0.4389341,0.041890178,-4.4125414,-4.4125414,90,0.0,0.0,0.0,-0.06621141110671554,-0.10006718363634637,-0.23666670258413813,-40.0,3600,nan,nan,360,0.2,0.016875,0.0,-0.04899392800777383,-0.11539121837238162,-0.2589807168738443,-39.325,14400
9,0.43911672,0.04121414,-4.7409563,-4.7409563,100,1.0,0.04,0.0,-0.0034995206719582173,-0.09721081622068972,-0.27655307929674006,-38.4,4000,nan,nan,400,0.1,0.013125000000000001,0.0,-0.0520689598129601,-0.1193897233326118,-0.260152732534956,-39.475,16000
10,0.4395876,0.04065008,-4.9938064,-4.9938064,110,1.0,0.105,0.0,-0.004444017200144137,-0.08676147554571761,-0.22828601604916585,-35.8,4400,nan,nan,440,0.2,0.021875,0.0,-0.048142712384710296,-0.1287917362432071,-0.26225399457345444,-39.125,17600
11,0.44000748,0.040075693,-5.624549,-5.624549,120,0.0,0.0,0.0,-0.07555837762362046,-0.10063390362484263,-0.26295451671788406,-40.0,4800,nan,nan,480,0.0,0.0,0.0,-0.06289808620847101,-0.11966212494076689,-0.2528153377842942,-40.0,19200
12,0.44031808,0.03968052,-6.0344667,-6.0344667,130,0.0,0.0,0.0,-0.07040689443587078,-0.08950736497298532,-0.2628628349062571,-40.0,5200,nan,nan,520,0.5,0.038125,0.0,-0.03282100145170302,-0.11025864229539892,-0.2586098352141356,-38.475,20800
13,0.44068965,0.039301224,-6.4435945,-6.4435945,140,0.0,0.0,0.0,-0.07325938845963761,-0.0952969383983927,-0.2437280020080184,-40.0,5600,nan,nan,560,0.0,0.0,0.0,-0.05862388274014159,-0.10671674940087769,-0.2474061932053233,-40.0,22400
14,0.44092843,0.038880147,-6.853842,-6.853842,150,0.0,0.0,0.0,-0.07096440497300036,-0.09260509799248276,-0.24238570309925003,-40.0,6000,nan,nan,600,0.1,0.013750000000000002,0.0,-0.05236784917555848,-0.10802297339658826,-0.25322300308226764,-39.45,24000
15,0.44129875,0.038634982,-7.199266,-7.199266,160,0.0,0.0,0.0,-0.07003952070560321,-0.09401270477836025,-0.2642756595100102,-40.0,6400,nan,nan,640,0.2,0.011875,0.0,-0.047229869809477035,-0.11335301004762392,-0.254222071756696,-39.525,25600
16,0.44164333,0.03850281,-7.269029,-7.269029,170,1.0,0.045,0.0,-0.005637159026310164,-0.08417101488715424,-0.2516424511785167,-38.2,6800,nan,nan,680,0.3,0.02375,0.0,-0.04201054325718185,-0.1238989567615553,-0.2821394650309665,-39.05,27200
17,0.44180867,0.03819878,-8.032909,-8.032909,180,0.0,0.0,0.0,-0.07127410405195014,-0.0996063389390454,-0.2589026744691934,-40.0,7200,nan,nan,720,0.1,0.013750000000000002,0.0,-0.05311355806348912,-0.10784631479236124,-0.2579305489688329,-39.45,28800
18,0.4419017,0.038059246,-8.3314085,-8.3314085,190,0.0,0.0,0.0,-0.06809737979612042,-0.09327792227513494,-0.27044895904637367,-40.0,7600,nan,nan,760,0.3,0.04,0.0,-0.04094946494425614,-0.11035608349917096,-0.2704208550941558,-38.4,30400
19,0.44199935,0.037766285,-8.814897,-8.814897,200,0.0,0.0,0.0,-0.06927769794980199,-0.09340817309656206,-0.2520785420221013,-40.0,8000,nan,nan,800,0.3,0.031875,0.0,-0.042694349552400854,-0.101675334189042,-0.24863610636016809,-38.725,32000
20,0.4421402,0.037545618,-8.73441,-8.73441,210,1.0,0.0625,0.0,-0.007468737045397938,-0.0872524322832654,-0.2342368271356777,-37.5,8400,nan,nan,840,0.0,0.0,0.0,-0.059414806372751774,-0.11174001694262106,-0.2496928611390988,-40.0,33600
21,0.4422499,0.037370805,-9.034427,-9.034427,220,1.0,0.03,0.0,-0.020012491199762915,-0.09112630871452783,-0.288349587320258,-38.8,8800,nan,nan,880,0.3,0.040625,0.0,-0.046205623214271185,-0.11367356916380708,-0.2581035774182509,-38.375,35200
22,0.4424298,0.037209935,-9.270712,-9.270712,230,1.0,0.0575,0.0,-0.04410646917440863,-0.08943999835909994,-0.22574775046984172,-37.7,9200,nan,nan,920,0.3,0.01875,0.0,-0.04447092072221354,-0.11629602355950626,-0.25787514588442306,-39.25,36800
23,0.4425646,0.03706431,-9.5748625,-9.5748625,240,1.0,0.06,0.0,-0.00591031872068372,-0.095941409146258,-0.25426363662915036,-37.6,9600,nan,nan,960,0.2,0.013125000000000001,0.0,-0.05326723427464215,-0.110461994097487,-0.2605212568566452,-39.475,38400
24,0.44270292,0.03684625,-8.078161,-8.078161,250,1.0,0.295,0.0,-0.0045985753442741115,-0.07275974697893899,-0.2249093621728483,-28.2,10000,nan,nan,1000,0.2,0.025,0.0,-0.04703829224194963,-0.10402118396521916,-0.2312954696767214,-39.0,40000
