epoch,loss
0,135.71443
1,36.22437
2,26.408407
3,21.493505
4,17.956476
5,15.196792
6,12.7354555
7,10.345967
8,8.175519
9,6.1153755
10,4.1188674
11,2.7143395
12,1.6674188
13,1.1159873
14,0.8308751
15,0.6826718
16,0.5679957
17,0.48173568
18,0.41906908
19,0.37194505
20,0.32723984
21,0.3033493
22,0.26553252
23,0.24499857
24,0.2230349
25,0.20972206
26,0.18900192
27,0.17946321
28,0.16667758
29,0.1538914
30,0.14326437
31,0.13518868
32,0.12558673
33,0.11399716
34,0.108457685
35,0.103854656
36,0.098069005
37,0.09576741
38,0.09156289
39,0.08538288
40,0.08196903
41,0.077166356
42,0.07642277
43,0.07087194
44,0.06595675
45,0.06531942
46,0.061695304
47,0.060488954
48,0.056368023
49,0.05473579
50,0.052175824
51,0.050344616
52,0.04818909
53,0.045239676
54,0.04748422
55,0.045957793
56,0.042560518
57,0.04316854
58,0.039529283
59,0.03999504
60,0.037772607
61,0.037231497
62,0.035420343
63,0.036311287
64,0.033657942
65,0.03262067
66,0.032685205
67,0.030751407
68,0.030370027
69,0.028381437
70,0.027647203
71,0.027067
72,0.028113842
73,0.025396928
74,0.02573585
75,0.024205903
76,0.02422685
77,0.02405707
78,0.0236049
79,0.023658449
