epoch,stats_o/mean,stats_o/std,test/Q,test/Q_plus_P,test/episodes,test/info_is_success_max,test/info_is_success_mean,test/info_is_success_min,test/info_shaping_reward_max,test/info_shaping_reward_mean,test/info_shaping_reward_min,test/reward_per_eps,test/steps,train/Q,train/Q_plus_P,train/episodes,train/info_is_success_max,train/info_is_success_mean,train/info_is_success_min,train/info_shaping_reward_max,train/info_shaping_reward_mean,train/info_shaping_reward_min,train/reward_per_eps,train/steps
0,0.43966356,0.039394874,-1.3253043,-1.3253043,10,0.0,0.0,0.0,-0.1530536950721784,-0.2501902909150477,-0.37600411734596084,-40.0,400,nan,nan,40,0.0,0.0,0.0,-0.08463672190047802,-0.1914733752996118,-0.34938987796978466,-40.0,1600
1,0.43691614,0.040977117,-1.6115463,-1.6115463,20,0.0,0.0,0.0,-0.05671685679304459,-0.18349815268470274,-0.40375335600354006,-40.0,800,nan,nan,80,0.0,0.0,0.0,-0.10001416774597291,-0.21059997570176306,-0.3209700035407047,-40.0,3200
2,0.435177,0.041975737,-1.9007285,-1.9007285,30,0.0,0.0,0.0,-0.0827947076212252,-0.2205138329774234,-0.4638305983627044,-40.0,1200,nan,nan,120,0.0,0.0,0.0,-0.08153620788830315,-0.19389122467222691,-0.3353116976106894,-40.0,4800
3,0.4344629,0.042167272,-2.2143283,-2.2143283,40,0.0,0.0,0.0,-0.1334149500765504,-0.2052061192090597,-0.4147902890951454,-40.0,1600,nan,nan,160,0.0,0.0,0.0,-0.10071772354450556,-0.19736441039699296,-0.29480389041905897,-40.0,6400
4,0.4329351,0.04304779,-2.6684942,-2.6684942,50,0.0,0.0,0.0,-0.15331249918502607,-0.20111613628871247,-0.2731196786906356,-40.0,2000,nan,nan,200,0.0,0.0,0.0,-0.13586568894510592,-0.2284067624834817,-0.34171210509931915,-40.0,8000
5,0.4303292,0.043045357,-3.1200166,-3.1200166,60,0.0,0.0,0.0,-0.15681437184954533,-0.22784781855790043,-0.38585022350900094,-40.0,2400,nan,nan,240,0.0,0.0,0.0,-0.15864228474161918,-0.22624450187123615,-0.30819027783614583,-40.0,9600
6,0.428725,0.042957675,-3.542346,-3.542346,70,0.0,0.0,0.0,-0.17201443490061624,-0.23029284386727777,-0.41004689431104124,-40.0,2800,nan,nan,280,0.0,0.0,0.0,-0.14069026681843497,-0.22572104879892754,-0.3270796911042022,-40.0,11200
7,0.42740634,0.04281734,-3.8772461,-3.8772461,80,0.0,0.0,0.0,-0.1646746853721604,-0.21400675672407515,-0.3033208565442034,-40.0,3200,nan,nan,320,0.0,0.0,0.0,-0.14545965409495842,-0.2242578442203857,-0.32205515116478173,-40.0,12800
8,0.4262806,0.04278483,-4.344221,-4.344221,90,0.0,0.0,0.0,-0.14818744882807217,-0.24593236244029387,-0.38799133004510666,-40.0,3600,nan,nan,360,0.0,0.0,0.0,-0.15050444028277482,-0.22883444175201612,-0.32025306798338776,-40.0,14400
9,0.4258971,0.042683695,-4.7071514,-4.7071514,100,0.0,0.0,0.0,-0.15546814192402733,-0.22340091605472423,-0.32535975251818,-40.0,4000,nan,nan,400,0.0,0.0,0.0,-0.1377822522068575,-0.22408316100290432,-0.3169993827472549,-40.0,16000
