epoch,stats_o/mean,stats_o/std,test/Q,test/Q_plus_P,test/episodes,test/info_is_success_max,test/info_is_success_mean,test/info_is_success_min,test/info_shaping_reward_max,test/info_shaping_reward_mean,test/info_shaping_reward_min,test/reward_per_eps,test/steps,train/Q,train/Q_plus_P,train/episodes,train/info_is_success_max,train/info_is_success_mean,train/info_is_success_min,train/info_shaping_reward_max,train/info_shaping_reward_mean,train/info_shaping_reward_min,train/reward_per_eps,train/steps
0,0.20363808,0.05368742,-1.7289171,-1.7289171,10,0.0,0.0,0.0,-0.17320468754511076,-0.1732050938236805,-0.17320516794053464,-40.0,400,nan,nan,40,0.0,0.0,0.0,-0.17320483638405232,-0.17320509766107012,-0.17320511020837362,-40.0,1600
1,0.20362474,0.051637344,-1.9491695,-1.9491695,20,0.0,0.0,0.0,-0.17320465859235393,-0.17320509955344604,-0.1732051238710873,-40.0,800,nan,nan,80,0.0,0.0,0.0,-0.17320488326276115,-0.17320509659415623,-0.17320511137440642,-40.0,3200
2,0.20326358,0.050909422,-2.2529044,-2.2529044,30,0.0,0.0,0.0,-0.17320485361302884,-0.17320509781499985,-0.17320510523230637,-40.0,1200,nan,nan,120,0.0,0.0,0.0,-0.1732048970387927,-0.17334390571653596,-0.17600308659660108,-40.0,4800
3,0.20398672,0.049005046,-2.638866,-2.638866,40,0.0,0.0,0.0,-0.17320476896983525,-0.17320509862977806,-0.17320510517048665,-40.0,1600,nan,nan,160,0.0,0.0,0.0,-0.17319375219361763,-0.17320845869020723,-0.17323591327651608,-40.0,6400
4,0.20411396,0.04763772,-3.0489745,-3.0489745,50,0.0,0.0,0.0,-0.173204836733661,-0.17320509865368272,-0.17320513496188145,-40.0,2000,nan,nan,200,0.0,0.0,0.0,-0.17320480983926867,-0.17320509594152184,-0.17320512634084248,-40.0,8000
5,0.20371515,0.04678333,-3.445425,-3.445425,60,0.0,0.0,0.0,-0.1732046591358641,-0.1732050951996606,-0.17320510537367323,-40.0,2400,nan,nan,240,0.0,0.0,0.0,-0.17320487876608925,-0.17326132183748205,-0.17483579570335553,-40.0,9600
6,0.20400496,0.046129603,-3.847317,-3.847317,70,0.0,0.0,0.0,-0.1732048365405505,-0.1732050992035947,-0.17320510523838845,-40.0,2800,nan,nan,280,0.0,0.0,0.0,-0.17320487618063587,-0.17323035430278114,-0.1742144602617401,-40.0,11200
7,0.20460983,0.04555517,-4.3338943,-4.3338943,80,0.0,0.0,0.0,-0.17320471679583924,-0.1732050997803538,-0.17320514580360105,-40.0,3200,nan,nan,320,0.0,0.0,0.0,-0.17320480973149197,-0.17320509486959484,-0.17320511110791476,-40.0,12800
8,0.2043402,0.045144252,-4.7442155,-4.7442155,90,0.0,0.0,0.0,-0.17320466449804603,-0.17320509380233723,-0.1732051053665137,-40.0,3600,nan,nan,360,0.0,0.0,0.0,-0.17320430867542638,-0.1733739607853625,-0.17823254163878588,-40.0,14400
9,0.20451108,0.044479534,-5.143594,-5.143594,100,0.0,0.0,0.0,-0.17320508387302447,-0.17320510197455805,-0.17320510553161586,-40.0,4000,nan,nan,400,0.0,0.0,0.0,-0.1729814572893478,-0.17321122531864572,-0.17381261987081542,-40.0,16000
10,0.2042161,0.04557819,-5.621149,-5.621149,110,0.0,0.0,0.0,-0.17320466764177314,-0.17320509692483665,-0.17320510552373317,-40.0,4400,nan,nan,440,0.0,0.0,0.0,-0.17248464887111908,-0.1742437937660341,-0.18387009193950327,-40.0,17600
11,0.20381422,0.044988655,-6.096943,-6.096943,120,0.0,0.0,0.0,-0.1732046705338905,-0.17320509708121648,-0.17320514430147882,-40.0,4800,nan,nan,480,0.0,0.0,0.0,-0.17242324300738224,-0.17325734319143407,-0.1775494733610775,-40.0,19200
12,0.20372596,0.04452423,-6.392959,-6.392959,130,0.0,0.0,0.0,-0.1732046680257274,-0.17320509681223123,-0.17320510546884824,-40.0,5200,nan,nan,520,0.0,0.0,0.0,-0.1732047717302899,-0.17320509605230092,-0.17320510538100461,-40.0,20800
13,0.20384085,0.04421065,-6.7701244,-6.7701244,140,0.0,0.0,0.0,-0.17320475023402,-0.17320509690260544,-0.17320510526364333,-40.0,5600,nan,nan,560,0.0,0.0,0.0,-0.17320481961397055,-0.17320509573219434,-0.1732051095253404,-40.0,22400
14,0.2039188,0.04394228,-7.161803,-7.161803,150,0.0,0.0,0.0,-0.17320471542318194,-0.17320509984541005,-0.17320512765547444,-40.0,6000,nan,nan,600,0.0,0.0,0.0,-0.1732049309221067,-0.17339470578134408,-0.17580981573484383,-40.0,24000
15,0.20378765,0.043632183,-7.484695,-7.484695,160,0.0,0.0,0.0,-0.17320466111455787,-0.17320509746294932,-0.17320515875602008,-40.0,6400,nan,nan,640,0.0,0.0,0.0,-0.17288470500072112,-0.17326188969015982,-0.17463763146166852,-40.0,25600
16,0.20386122,0.043428455,-7.916828,-7.916828,170,0.0,0.0,0.0,-0.17320466801674186,-0.17320509713274596,-0.17320516077667475,-40.0,6800,nan,nan,680,0.0,0.0,0.0,-0.17320491215704473,-0.1732050982874734,-0.1732051220110177,-40.0,27200
17,0.2041464,0.043320406,-8.2673,-8.2673,180,0.0,0.0,0.0,-0.17320466892574587,-0.17320509203678866,-0.17320510462956107,-40.0,7200,nan,nan,720,0.0,0.0,0.0,-0.17320476967373385,-0.1734276194236979,-0.17781140555320898,-40.0,28800
18,0.20406353,0.04315909,-8.714428,-8.714428,190,0.0,0.0,0.0,-0.17320479334099434,-0.17320510007843928,-0.17320510538689457,-40.0,7600,nan,nan,760,0.0,0.0,0.0,-0.17320486050963863,-0.17320509792211086,-0.17320511378766196,-40.0,30400
19,0.20406327,0.043017063,-9.083798,-9.083798,200,0.0,0.0,0.0,-0.17320466396399795,-0.17320509993066271,-0.17320510538487782,-40.0,8000,nan,nan,800,0.0,0.0,0.0,-0.17320492174891788,-0.1732050978520508,-0.17320513349053884,-40.0,32000
20,0.20398058,0.04286863,-9.406743,-9.406743,210,0.0,0.0,0.0,-0.173204684266558,-0.17320509674179532,-0.17320510553150117,-40.0,8400,nan,nan,840,0.0,0.0,0.0,-0.17320481471919744,-0.17320509680179336,-0.17320511349464734,-40.0,33600
21,0.20395012,0.04284151,-9.713044,-9.713044,220,0.0,0.0,0.0,-0.1732046747220209,-0.1732050963701554,-0.17320510537192332,-40.0,8800,nan,nan,880,0.0,0.0,0.0,-0.17320487977007434,-0.17320509749555918,-0.17320511744626702,-40.0,35200
22,0.20398678,0.04284918,-10.011738,-10.011738,230,0.0,0.0,0.0,-0.1732046672541099,-0.17320509488565924,-0.17320510478504064,-40.0,9200,nan,nan,920,0.0,0.0,0.0,-0.17320487985543928,-0.17320509726748282,-0.17320512766235957,-40.0,36800
23,0.20406836,0.0429083,-10.326023,-10.326023,240,0.0,0.0,0.0,-0.17320466048245128,-0.17320509716685673,-0.17320510517010038,-40.0,9600,nan,nan,960,0.0,0.0,0.0,-0.1732049068124653,-0.17320509707403592,-0.17320512018000556,-40.0,38400
24,0.20412779,0.042989608,-10.617336,-10.617336,250,0.0,0.0,0.0,-0.17320471773760793,-0.1732050970252434,-0.17320510451047896,-40.0,10000,nan,nan,1000,0.0,0.0,0.0,-0.17320484489410917,-0.17320509670155815,-0.1732051082052742,-40.0,40000
25,0.20410052,0.043033257,-10.925102,-10.925102,260,0.0,0.0,0.0,-0.17320480448481135,-0.17320509918014726,-0.17320514870453138,-40.0,10400,nan,nan,1040,0.0,0.0,0.0,-0.1732048773083482,-0.17320509769972098,-0.1732051088229552,-40.0,41600
26,0.20414439,0.043121845,-11.32554,-11.32554,270,0.0,0.0,0.0,-0.17320483414135854,-0.17320509999663983,-0.17320510552756976,-40.0,10800,nan,nan,1080,0.0,0.0,0.0,-0.17320487608411014,-0.17320509745734647,-0.17320511697279845,-40.0,43200
27,0.20422329,0.04325819,-11.495383,-11.495383,280,0.0,0.0,0.0,-0.17320469387493184,-0.1732050957867212,-0.17320510436702166,-40.0,11200,nan,nan,1120,0.0,0.0,0.0,-0.173204846301046,-0.17320509717325341,-0.17320513469488963,-40.0,44800
28,0.20423785,0.043333694,-12.056687,-12.056687,290,0.0,0.0,0.0,-0.1732046992148725,-0.1732050980429568,-0.17320516011516052,-40.0,11600,nan,nan,1160,0.0,0.0,0.0,-0.17320490571862268,-0.17320509778403875,-0.1732051108223696,-40.0,46400
29,0.20431551,0.043478034,-12.193579,-12.193579,300,0.0,0.0,0.0,-0.1732046649979637,-0.17320509727917546,-0.17320518779891594,-40.0,12000,nan,nan,1200,0.0,0.0,0.0,-0.17320482121788186,-0.17320509620384958,-0.17320510908746192,-40.0,48000
30,0.20424455,0.043484606,-12.623528,-12.623528,310,0.0,0.0,0.0,-0.1732046831167633,-0.1732050977256293,-0.17320510543326448,-40.0,12400,nan,nan,1240,0.0,0.0,0.0,-0.173204928007957,-0.17320509903370315,-0.17320512128296614,-40.0,49600
31,0.20434399,0.043571245,-12.790454,-12.790454,320,0.0,0.0,0.0,-0.17320470950224384,-0.17320509739501,-0.17320510539922343,-40.0,12800,nan,nan,1280,0.0,0.0,0.0,-0.1732047839850714,-0.1732050954263254,-0.1732051182447891,-40.0,51200
